,Unnamed: 0,ticker,name,website,headquarter,employees,industry,type,source
2318,2318,VST,Vistra Energy Corp.,https://www.vistracorp.com,"6555 Sierra Drive Irving, TX 75039 United States 214-812-4600 https://www.vistracorp.com",5365,Utilities—Independent Power Producers,,yahoo
2319,2319,GPAEF,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",https://www.aeropuertosgap.com.mx,"Avenida Mariano Otero No. 1249-B Torre PacIfico Piso 6 Col. Rinconada del Bosque Guadalajara, JA 44530 Mexico 52 33 3880 1100 https://www.aeropuertosgap.com.mx",1756,Airports & Air Services,,yahoo
2320,2320,LW,"Lamb Weston Holdings, Inc.",https://www.lambweston.com,"599 South Rivershore Lane Eagle, ID 83616 United States 208 938 1047 https://www.lambweston.com",7800,Packaged Foods,,yahoo
2321,2321,MP,MP Materials Corp.,https://www.mpmaterials.com,"6720 Via Austi Parkway Suite 450 Las Vegas, NV 89119 United States 702 844 6111 https://www.mpmaterials.com",277,Other Industrial Metals & Mining,,yahoo
2322,2322,BRKR,Bruker Corporation,https://www.bruker.com,"40 Manning Road Billerica, MA 01821 United States 978 663 3660 https://www.bruker.com",7400,Medical Devices,,yahoo
2323,2323,APA,APA Corporation,https://apacorp.com,"2000 Post Oak Boulevard Suite 100 Houston, TX 77056-4000 United States 713 296 6000 https://apacorp.com",2272,Oil & Gas E&P,,yahoo
2324,2324,SID,Companhia Siderúrgica Nacional,https://www.csn.com.br,"Av. Brigadeiro Faria Lima, 3400 19th and 20th Floors Itaim Bibi SÃ£o Paulo, SP 04538-132 Brazil 55 11 3049 7100 https://www.csn.com.br",23196,Steel,,yahoo
2325,2325,SMAR,Smartsheet Inc.,https://www.smartsheet.com,"10500 NE 8th Street Suite 1300 Bellevue, WA 98004-4357 United States 844 324 2360 https://www.smartsheet.com",2332,Software—Application,,yahoo
2326,2326,VLY,Valley National Bancorp,https://www.valley.com,"One Penn Plaza New York, NY 10119 United States 973 305 8800 https://www.valley.com",3155,Banks—Regional,,yahoo
2327,2327,TKAYF,Just Eat Takeaway.com N.V.,https://www.justeattakeaway.com,Oosterdoksstraat 80 Amsterdam 1011 DK Netherlands  https://www.justeattakeaway.com,10585,Internet Retail,,yahoo
2328,2328,MAT,"Mattel, Inc.",https://www.mattel.com,"333 Continental Boulevard El Segundo, CA 90245-5012 United States 310-252-2000 https://www.mattel.com",32100,Leisure,,yahoo
2329,2329,HEGIF,Hengan International Group Company Limited,https://www.hengan.com,Hengan Industrial City Anhai Town Jinjiang 362261 China 86 595 8570 8888 https://www.hengan.com,23000,Household & Personal Products,,yahoo
2330,2330,AHEXY,Adecco Group AG,https://www.adeccogroup.com,Bellerivestrasse 30 Zurich 8008 Switzerland 41 44 878 88 88 https://www.adeccogroup.com,32952,Staffing & Employment Services,,yahoo
2331,2331,RLX,RLX Technology Inc.,https://www.relxtech.com,"Junhao Central Park Plaza 19th Floor, Building 1 No. 10 South Chaoyang Park Avenue Chaoyang District Beijing 100026 China 86 10 8648 3831 https://www.relxtech.com",725,Tobacco,,yahoo
2332,2332,SKFRY,AB SKF (publ),https://www.skf.com,Sven Wingquists Gata 2 Gothenburg 415 50 Sweden 46 3 13 37 10 00 https://www.skf.com,42139,Tools & Accessories,,yahoo
2333,2333,SAIA,"Saia, Inc.",https://www.saia.com,"11465 Johns Creek Parkway Suite 400 Johns Creek, GA 30097 United States 770 232 5067 https://www.saia.com",10600,Trucking,,yahoo
2334,2334,RGLD,"Royal Gold, Inc.",https://www.royalgold.com,"1144 15th Street Suite 2500 Denver, CO 80202 United States 303 573 1660 https://www.royalgold.com",28,Gold,,yahoo
2335,2335,AEGOF,Aegon N.V.,https://www.aegon.com,Aegonplein 50 The Hague 2591 TV Netherlands 31 70 344 3210 https://www.aegon.com,22000,Insurance—Diversified,,yahoo
2336,2336,WOLF,"Wolfspeed, Inc.",https://www.wolfspeed.com,"4600 Silicon Drive Durham, NC 27703 United States 919 407 5300 https://www.wolfspeed.com",3466,Semiconductors,,yahoo
2337,2337,YMM,Full Truck Alliance Co. Ltd.,https://www.fulltruckalliance.com,No. 123 Kaifa Avenue Economic and Technical Development Zone Guiyang 550009 China 86 851 8384 2056 https://www.fulltruckalliance.com,4059,Software—Application,,yahoo
2338,2338,MHGVY,Marine Harvest ASA,https://www.mowi.com,Sandviksboder 77A/B Bergen 5035 Norway 47 21 56 23 00 https://www.mowi.com,11684,Farm Products,,yahoo
2339,2339,ICTEF,"International Container Terminal Services, Inc.",https://www.ictsi.com,ICTSI Administration Building Manila International Container Terminal MICT South Access Road Port of Manila Manila 1012 Philippines 63 2 245 4101 https://www.ictsi.com,8563,Marine Shipping,,yahoo
2340,2340,ESI,Element Solutions Inc,https://www.elementsolutionsinc.com,"500 East Broward Boulevard Suite 1860 Fort Lauderdale, FL 33394 United States 561 207 9600 https://www.elementsolutionsinc.com",4400,Specialty Chemicals,,yahoo
2341,2341,EGIEY,Engie Brasil Energia S.A.,https://www.engieenergia.com.br,"Rua Paschoal ApOstolo PItsica, no 5064 Agronomica FlorianÃ³polis, SC 88025-255 Brazil 55 48 3221 7225 https://www.engieenergia.com.br",1538,Utilities—Regulated Electric,,yahoo
2342,2342,DETNF,Aker BP ASA,https://www.akerbp.com,Building B Fornebuporten OksenOeyveien 10 Lysaker Fornebu 1366 Norway 47 51 35 30 00 https://www.akerbp.com,1745,Oil & Gas E&P,,yahoo
2343,2343,WIZEY,Wise plc,https://www.wise.com,Tea Building 6th Floor 56 Shoreditch High Street London E1 6JJ United Kingdom  https://www.wise.com,2400,Software—Infrastructure,,yahoo
2344,2344,GPS,"The Gap, Inc.",https://www.gapinc.com,"Two Folsom Street San Francisco, CA 94105 United States 415 427 0100 https://www.gapinc.com",117000,Apparel Retail,,yahoo
2345,2345,GAILF,GAIL (India) Limited,https://www.gailonline.com,GAIL Bhawan 16 Bhikaji Cama Place R K Puram New Delhi 110066 India 91 11 2618 2955 https://www.gailonline.com,4705,Utilities—Regulated Gas,,yahoo
2346,2346,BGAOF,Proximus PLC,https://www.proximus.com,"Proximus Towers Boulevard du Roi Albert II, 27 B Brussels 1030 Belgium 32 2 202 41 11 https://www.proximus.com",11484,Telecom Services,,yahoo
2347,2347,TIAIY,Telecom Italia S.p.A.,https://www.gruppotim.it/en.html,"Corso dâItalia 41 Rome, RM 00198 Italy 39 06 36881 https://www.gruppotim.it/en.html",52177,Telecom Services,,yahoo
2348,2348,DLAKY,Deutsche Lufthansa AG,https://www.lufthansagroup.com,Venloer Strasse 151-153 Cologne 50672 Germany  https://www.lufthansagroup.com,106684,Airlines,,yahoo
2349,2349,CPAMF,CapitaLand Integrated Commercial Trust,https://www.cict.com.sg,168 Robinson Road No. 30-01 Capital Tower Singapore 068912 Singapore 65 6713 2888 https://www.cict.com.sg,665,REIT—Retail,,yahoo
2350,2350,WWD,"Woodward, Inc.",https://www.woodward.com,"1081 Woodward Way Fort Collins, CO 80524 United States 970 482 5811 https://www.woodward.com",7200,Aerospace & Defense,,yahoo
2351,2351,CASY,"Casey's General Stores, Inc.",https://www.caseys.com,"One SE Convenience Boulevard Ankeny, IA 50021-8045 United States 515 965 6100 https://www.caseys.com",17960,Grocery Stores,,yahoo
2352,2352,RHI,Robert Half International Inc.,https://www.roberthalf.com,"2884 Sand Hill Road Menlo Park, CA 94025 United States 650 234 6000 https://www.roberthalf.com",13000,Staffing & Employment Services,,yahoo
2353,2353,IPGP,IPG Photonics Corporation,https://www.ipgphotonics.com,"50 Old Webster Road Oxford, MA 01540 United States 508 373 1100 https://www.ipgphotonics.com",6060,Semiconductor Equipment & Materials,,yahoo
2354,2354,OGN,Organon & Co.,https://www.organon.com,"30 Hudson Street Jersey City, NJ 07302 United States 551 430 6000 https://www.organon.com",9000,Drug Manufacturers—General,,yahoo
2355,2355,YARIY,Yara International ASA,https://www.yara.com,Drammensveien 131 PO Box 343 Oslo 0277 Norway 47 24 15 70 00 https://www.yara.com,15552,Agricultural Inputs,,yahoo
2356,2356,SGPYY,The Sage Group plc,https://www.sage.com,C23 5 & 6 Cobalt Park Way Cobalt Business Park Newcastle upon Tyne NE28 9EJ United Kingdom  https://www.sage.com,11760,Software—Application,,yahoo
2357,2357,TMICF,Trend Micro Incorporated,https://www.trendmicro.com,Shinjuku MAYNDS Tower 2-1-1 Yoyogi Shibuya-ku Tokyo 151-0053 Japan 81 3 5334 3618 https://www.trendmicro.com,6975,Software—Infrastructure,,yahoo
2358,2358,IDA,"IDACORP, Inc.",https://www.idacorpinc.com,"1221 West Idaho Street Boise, ID 83702-5627 United States 208 388 2200 https://www.idacorpinc.com",1943,Utilities—Regulated Electric,,yahoo
2359,2359,TMNSF,Temenos AG,https://www.temenos.com,2 Rue de LâEcole-de-Chimie Geneva 1205 Switzerland 41 22 708 1150 https://www.temenos.com,7227,Software—Application,,yahoo
2360,2360,PII,Polaris Industries Inc.,https://www.polaris.com,"2100 Highway 55 Medina, MN 55340 United States 763 542 0500 https://www.polaris.com",15000,Recreational Vehicles,,yahoo
2361,2361,NOVT,Novanta Inc.,https://www.novanta.com,"125 Middlesex Turnpike Bedford, MA 01730 United States 781 266 5700 https://www.novanta.com",2200,Scientific & Technical Instruments,,yahoo
2362,2362,AVAL,Grupo Aval Acciones y Valores S.A.,https://www.grupoaval.com,Carrera 13 # 26A â 47 23rd Floor BogotÃ¡ Colombia 57 1 743 3222 https://www.grupoaval.com,70061,Banks—Regional,,yahoo
2363,2363,SSAAY,SSAB AB (publ),https://www.ssab.com,"Klarabergsviadukten 70, D6 PO Box 70 Stockholm 101 21 Sweden 46 84 54 57 00 https://www.ssab.com",14130,Steel,,yahoo
2364,2364,HKMPF,Hikma Pharmaceuticals PLC,https://www.hikma.com,1 New Burlington Place London W1S 2HR United Kingdom 44 20 7399 2760 https://www.hikma.com,8600,Drug Manufacturers—Specialty & Generic,,yahoo
2365,2365,IIVI,II-VI Incorporated,https://www.ii-vi.com,"375 Saxonburg Boulevard Saxonburg, PA 16056-9499 United States 724 352 4455 https://www.ii-vi.com",22961,Scientific & Technical Instruments,,yahoo
2366,2366,NI,NiSource Inc.,https://www.nisource.com,"801 East 86th Avenue Merrillville, IN 46410 United States 877 647 5990 https://www.nisource.com",7301,Utilities—Regulated Gas,,yahoo
2367,2367,QBIEY,QBE Insurance Group Limited,https://www.qbe.com,"388 George Street Level 18 Sydney, NSW 2000 Australia 61 2 9375 4444 https://www.qbe.com",11190,Insurance—Property & Casualty,,yahoo
2368,2368,HRGLY,Hargreaves Lansdown plc,https://www.hl.co.uk,One College Square South Anchor Road Bristol BS1 5HL United Kingdom 44 1179 009 000 https://www.hl.co.uk,1839,Asset Management,,yahoo
2369,2369,ATR,"AptarGroup, Inc.",https://www.aptar.com,"265 Exchange Drive Suite 100 Crystal Lake, IL 60014 United States 815 477 0424 https://www.aptar.com",13000,Packaging & Containers,,yahoo
2370,2370,DKS,"Dick's Sporting Goods, Inc.",https://www.dickssportinggoods.com,"345 Court Street Coraopolis, PA 15108 United States 724 273 3400 https://www.dickssportinggoods.com",16800,Specialty Retail,,yahoo
2371,2371,AEOXF,Aeroports de Paris SA,https://www.parisaeroport.fr,1 Rue de France Tremblay-en-France 93290 France 33 1 74 25 67 00 https://www.parisaeroport.fr,22448,Airports & Air Services,,yahoo
2372,2372,BYDIY,BYD Electronic (International) Company Limited,https://electronics.byd.com,No. 3001 Bao He Road Baolong Industrial Park Longgang District Shenzhen 518116 China 86 755 8988 8888 https://electronics.byd.com,101300,Communication Equipment,,yahoo
2373,2373,SAM,"The Boston Beer Company, Inc.",https://www.bostonbeer.com,"One Design Center Place Suite 850 Boston, MA 02210 United States 617 368 5000 https://www.bostonbeer.com",2423,Beverages—Brewers,,yahoo
2374,2374,MCW,"Mister Car Wash, Inc.",https://mistercarwash.com,"222 East 5th Street Tucson, AZ 85705 United States 520 615 4000 https://mistercarwash.com",6392,Personal Services,,yahoo
2375,2375,SITM,SiTime Corporation,https://www.sitime.com,"5451 Patrick Henry Drive Santa Clara, CA 95054 United States 408 328 4400 https://www.sitime.com",187,Semiconductors,,yahoo
2376,2376,KGFHF,Kingfisher plc,https://www.kingfisher.com,3 Sheldon Square Paddington London W2 6PX United Kingdom 44 20 7372 8008 https://www.kingfisher.com,79629,Home Improvement Retail,,yahoo
2377,2377,CONE,CyrusOne Inc.,https://www.cyrusone.com,"2850 N Harwood St., Suite 2200 Dallas, TX 75201 United States 972-350-0060 https://www.cyrusone.com",441,REIT—Specialty,,yahoo
2378,2378,GECFF,Gecina SA,https://www.gecina.fr,16 rue des capucines cedex 02 Paris 75084 France 33 1 40 40 50 50 https://www.gecina.fr,490,REIT—Office,,yahoo
2379,2379,SKBSY,Skanska AB (publ),https://www.skanska.com,Warfvinges vÃ¤g 25 Stockholm 112 74 Sweden 46 1 04 48 00 00 https://www.skanska.com,29584,Engineering & Construction,,yahoo
2380,2380,TNRSF,Tenaris S.A.,https://www.tenaris.com,"26, Boulevard Royal 4th Floor Luxembourg City 2449 Luxembourg 352 26 478 978 https://www.tenaris.com",19028,Oil & Gas Equipment & Services,,yahoo
2381,2381,HRGLF,Hargreaves Lansdown plc,https://www.hl.co.uk,One College Square South Anchor Road Bristol BS1 5HL United Kingdom 44 1179 009 000 https://www.hl.co.uk,1839,Asset Management,,yahoo
2382,2382,SF,Stifel Financial Corp.,https://www.stifel.com,"One Financial Plaza 501 North Broadway Saint Louis, MO 63102-2188 United States 314 342 2000 https://www.stifel.com",8407,Capital Markets,,yahoo
2383,2383,AALBF,Aalberts N.V.,https://www.aalberts.com,Word Trade Center Utrecht Stadsplateau 18 Utrecht 3521 AZ Netherlands 31 30 307 9300 https://www.aalberts.com,14782,Specialty Industrial Machinery,,yahoo
2384,2384,STN,Stantec Inc.,https://www.stantec.com,"10220-103 Avenue NW Suite 400 Edmonton, AB T5J 0K4 Canada 780 917 7000 https://www.stantec.com",22000,Engineering & Construction,,yahoo
2385,2385,VLEEF,Valeo SA,https://www.valeo.com,"43, Rue Bayen Paris 75017 France 33 1 40 55 20 20 https://www.valeo.com",110300,Auto Parts,,yahoo
2386,2386,NNN,"National Retail Properties, Inc.",https://www.nnnreit.com,"450 South Orange Avenue Suite 900 Orlando, FL 32801 United States 407-666-7348 https://www.nnnreit.com",69,REIT—Retail,,yahoo
2387,2387,OTEX,Open Text Corporation,https://www.opentext.com,"275 Frank Tompa Drive Waterloo, ON N2L 0A1 Canada 519 888 7111 https://www.opentext.com",14500,Software—Application,,yahoo
2388,2388,NCNO,"nCino, Inc.",https://www.ncino.com,"6770 Parker Farm Drive Wilmington, NC 28405 United States 888 676 2466 https://www.ncino.com",1115,Software—Application,,yahoo
2389,2389,BPOP,"Popular, Inc.",https://www.popular.com,"209 MuNoz Rivera Avenue Hato Rey, PR 00918 United States 787 765 9800 https://www.popular.com",8522,Banks—Regional,,yahoo
2390,2390,FNLPF,Fresnillo PLC,https://www.fresnilloplc.com,"Calzada Legaria No. 549 Torre 2 Piso 11 DelegaciOn Miguel Hidalgo Mexico City, DF 11250 Mexico 52 55 5279 3000 https://www.fresnilloplc.com",5758,Other Precious Metals & Mining,,yahoo
2391,2391,UPST,"Upstart Holdings, Inc.",https://www.upstart.com,"2950 South Delaware Street Suite 300 San Mateo, CA 94403 United States 650 204 1000 https://www.upstart.com",554,Credit Services,,yahoo
2392,2392,KAIKY,"Kawasaki Kisen Kaisha, Ltd.",https://www.kline.co.jp,"Iino Building 1-1, Uchisaiwaicho 2-chome Chiyoda-ku Tokyo 100-8540 Japan 81 3 3595 5000 https://www.kline.co.jp",5227,Marine Shipping,,yahoo
2393,2393,RMSYF,Ramsay Health Care Limited,https://www.ramsayhealth.com,"126 Phillip Street Suite 18.03 Level 18 Sydney, NSW 2000 Australia 61 2 9220 1000 https://www.ramsayhealth.com",80000,Medical Care Facilities,,yahoo
2394,2394,ERIE,Erie Indemnity Company,https://www.erieinsurance.com,"100 Erie Insurance Place Erie, PA 16530-0001 United States 814 870 2000 https://www.erieinsurance.com",5849,Insurance Brokers,,yahoo
2395,2395,AGESY,ageas SA/NV,https://www.ageas.com,Rue du Marquis 1/Markiesstraat 1 Box 7 Brussels 1000 Belgium 32 2 557 57 11 https://www.ageas.com,10236,Insurance—Diversified,,yahoo
2396,2396,GXO,"GXO Logistics, Inc.",https://gxo.com/,"Five American Lane Greenwich, CT 06831 United States  https://gxo.com/",95000,Specialty Business Services,,yahoo
2397,2397,DQJCY,"Don Quijote Holdings Co., Ltd.",https://www.ppih.co.jp,2-19-10 Aobadai Meguro-ku Tokyo 153-0042 Japan 81 3 5725 7532 https://www.ppih.co.jp,16838,Discount Stores,,yahoo
2398,2398,SEKEF,Seiko Epson Corporation,https://global.epson.com,3-3-5 Owa Suwa 392-8502 Japan 81 2 6652 3131 https://global.epson.com,79944,Computer Hardware,,yahoo
2399,2399,TMICY,Trend Micro Incorporated,https://www.trendmicro.com,Shinjuku MAYNDS Tower 2-1-1 Yoyogi Shibuya-ku Tokyo 151-0053 Japan 81 3 5334 3618 https://www.trendmicro.com,6975,Software—Infrastructure,,yahoo
2400,2400,NTEDY,Notre Dame Intermédica Participações S.A.,https://www.gndi.com.br,"Avenida Paulista, 867 Bela Vista SÃ£o Paulo, SP 01311-100 Brazil 55 11 3155 2300 https://www.gndi.com.br",0,Healthcare Plans,,yahoo
2401,2401,SDXAY,Sodexo S.A.,https://www.sodexo.com,255 Quai de la Bataille de Stalingrad Issy-les-Moulineaux 92866 France 33 1 30 85 75 00 https://www.sodexo.com,301236,Specialty Business Services,,yahoo
2402,2402,INMD,InMode Ltd.,https://www.inmodemd.com,Tavor Building Shaâar Yokneam PO Box 533 Yokne'am 2069206 Israel 972 4 909 6313 https://www.inmodemd.com,311,Medical Devices,,yahoo
2403,2403,LZRFY,Localiza Rent a Car S.A.,https://www.localizahertz.com,"Avenida Bernardo Vasconcelos, 377 Cachoeirinha Belo Horizonte, MG 31150-900 Brazil 800 979 2000 https://www.localizahertz.com",12161,Rental & Leasing Services,,yahoo
2404,2404,NTLA,"Intellia Therapeutics, Inc.",https://www.intelliatx.com,"40 Erie Street Suite 130 Cambridge, MA 02139 United States 857 285 6200 https://www.intelliatx.com",312,Biotechnology,,yahoo
2405,2405,BLSFY,BlueScope Steel Limited,https://www.bluescope.com,"120 Collins Street Level 11 Melbourne, VIC 3000 Australia 61 3 9666 4000 https://www.bluescope.com",0,Steel,,yahoo
2406,2406,CDNAF,"Canadian Tire Corporation, Limited",https://www.corp.canadiantire.ca,"2180 Yonge Street PO Box 770 Station K Toronto, ON M4P 2V8 Canada  https://www.corp.canadiantire.ca",13399,Specialty Retail,,yahoo
2407,2407,MSSMY,MISUMI Group Inc.,https://www.misumi.co.jp,"Iidabashi First Building 5-1, Koraku 2-chome Bunkyo-ku Tokyo 112-8583 Japan 81 3 5805 7050 https://www.misumi.co.jp",11682,Tools & Accessories,,yahoo
2408,2408,VVV,Valvoline Inc.,https://www.valvoline.com,"100 Valvoline Way Lexington, KY 40509 United States 859 357 7777 https://www.valvoline.com",9800,Oil & Gas Refining & Marketing,,yahoo
2409,2409,RE,"Everest Re Group, Ltd.",https://www.everestre.com,Seon Place 4th Floor 141 Front Street PO Box HM 845 Hamilton HM 19 Bermuda  https://www.everestre.com,1746,Insurance—Reinsurance,,yahoo
2410,2410,RS,Reliance Steel & Aluminum Co.,https://www.rsac.com,"350 South Grand Avenue Suite 5100 Los Angeles, CA 90071 United States 213 687 7700 https://www.rsac.com",12800,Steel,,yahoo
2411,2411,GNHAY,Vifor Pharma AG,https://www.viforpharma.com,Rechenstrasse 37 Sankt Gallen 9014 Switzerland 41 58 851 80 00 https://www.viforpharma.com,2384,Drug Manufacturers—Specialty & Generic,,yahoo
2412,2412,OBMP,"OncBioMune Pharmaceuticals, Inc.",https://www.theralink.com,"15000 West 6th Avenue Suite 400 Golden, CO 80401 United States 720 420 0074 https://www.theralink.com",12,Biotechnology,,yahoo
2413,2413,FATE,"Fate Therapeutics, Inc.",https://www.fatetherapeutics.com,"3535 General Atomics Court Suite 200 San Diego, CA 92121 United States 858 875 1800 https://www.fatetherapeutics.com",390,Biotechnology,,yahoo
2414,2414,WES,"Western Gas Partners, LP",https://www.westernmidstream.com,"9950 Woodloch Forest Drive The Woodlands, TX 77380 United States 832 636 1009 https://www.westernmidstream.com",1045,Oil & Gas Midstream,,yahoo
2415,2415,SSAAF,SSAB AB (publ),https://www.ssab.com,"Klarabergsviadukten 70, D6 PO Box 70 Stockholm 101 21 Sweden 46 84 54 57 00 https://www.ssab.com",14130,Steel,,yahoo
2416,2416,CLILF,CapitaLand Investment Limited,https://www.capitalandinvest.com,168 Robinson Road #30-01 Capital Tower Singapore 068912 Singapore 65 6713 2888 https://www.capitalandinvest.com,0,Real Estate Services,,yahoo
2417,2417,WNDLF,Wendel,https://www.wendelgroup.com/en/,89 rue Taitbout Cedex 09 Paris 75312 France 33 1 42 85 30 00 https://www.wendelgroup.com/en/,88344,Asset Management,,yahoo
2418,2418,PCG-PB,Pacific Gas and Electric Company,https://www.pge.com,"77 Beale Street PO Box 770000 San Francisco, CA 94177 United States 415 973 7000 https://www.pge.com",23992,,,yahoo
2419,2419,DISCA,"Discovery, Inc.",https://corporate.discovery.com,"230 Park Avenue South New York, NY 10003 United States 240 662 2000 https://corporate.discovery.com",9800,Entertainment,,yahoo
2420,2420,WK,Workiva Inc.,https://www.workiva.com,"2900 University Boulevard Ames, IA 50010 United States 888-275-3125 https://www.workiva.com",2014,Software—Application,,yahoo
2421,2421,FOSUY,Fosun International Limited,https://www.fosun.com,Bund Finance Center Tower S1 No. 600 Zhongshan No. 2 Road(East) Huangpu District Shanghai 200010 China 86 21 2315 6666 https://www.fosun.com,78000,Conglomerates,,yahoo
2422,2422,BCH,Banco de Chile,https://portales.bancochile.cl,Ahumada 251 Santiago de Chile Chile 56 2 653 1111 https://portales.bancochile.cl,13134,Banks—Regional,,yahoo
2423,2423,DEI,"Douglas Emmett, Inc.",https://www.douglasemmett.com,"1299 Ocean Avenue Suite 1000 Santa Monica, CA 90401 United States 310-255-7700 https://www.douglasemmett.com",700,REIT—Office,,yahoo
2424,2424,CDUAF,Canadian Utilities Limited,https://www.canadianutilities.com,"West Building 4th Floor 5302 Forand Street SW Calgary, AB T3E 8B4 Canada 403 292 7500 https://www.canadianutilities.com",4473,Utilities—Diversified,,yahoo
2425,2425,CABO,"Cable One, Inc.",https://www.cableone.biz,"210 East Earll Drive Phoenix, AZ 85012 United States 602 364 6000 https://www.cableone.biz",2716,Telecom Services,,yahoo
2426,2426,KT,KT Corporation,https://www.kt.com,"90, Buljeong-ro Bundang-gu Seongnam 13606 South Korea 82 3 1727 0114 https://www.kt.com",21368,Telecom Services,,yahoo
2427,2427,ALBHF,Alibaba Health Information Technology Limited,https://www.alihealth.cn,Tower One 26th Floor Times Square 1 Matheson Street Causeway Bay Hong Kong 852 2583 9333 https://www.alihealth.cn,1334,Pharmaceutical Retailers,,yahoo
2428,2428,NDCVF,Nordic Semiconductor ASA,https://www.nordicsemi.com,Otto Nielsens veg 12 Trondheim 7004 Norway 47 72 89 89 00 https://www.nordicsemi.com,1155,Semiconductors,,yahoo
2429,2429,SAPIF,Saputo Inc.,https://www.saputo.com,"6869, MÃ©tropolitain Boulevard East Montreal, QC H1P 1X8 Canada 514 328 6662 https://www.saputo.com",17300,Packaged Foods,,yahoo
2430,2430,STRNY,Severn Trent Plc,https://www.severntrent.com,Severn Trent Centre 2 St Johnâs Street Coventry CV1 2LZ United Kingdom 44 24 7771 5000 https://www.severntrent.com,7087,Utilities—Regulated Water,,yahoo
2431,2431,PSMMF,Persimmon Plc,https://www.persimmonhomes.com,Persimmon House Fulford York YO19 4FE United Kingdom 44 19 0464 2199 https://www.persimmonhomes.com,5000,Residential Construction,,yahoo
2432,2432,CHH,"Choice Hotels International, Inc.",https://www.choicehotels.com,"1 Choice Hotels Circle Suite 400 Rockville, MD 20850 United States 301 592 5000 https://www.choicehotels.com",1498,Lodging,,yahoo
2433,2433,FYBR,"Frontier Communications Parent, Inc.",https://www.frontier.com,"401 Merritt 7 Norwalk, CT 06851 United States 203 614 5600 https://www.frontier.com",15803,Telecom Services,,yahoo
2434,2434,SMUUY,The Siam Commercial Bank Public Company Limited,https://www.scb.co.th,9 Ratchadapisek Road Jatujak Bangkok 10900 Thailand 66 2 544 1000 https://www.scb.co.th,0,Banks—Regional,,yahoo
2435,2435,MTZ,"MasTec, Inc.",https://www.mastec.com,"800 South Douglas Road 10th Floor Coral Gables, FL 33134 United States 305 599 1800 https://www.mastec.com",25000,Engineering & Construction,,yahoo
2436,2436,KTERF,Keio Corporation,https://www.keio.co.jp,1-9-1 Sekido Tama-shi Tokyo 206-8502 Japan  https://www.keio.co.jp,13542,Railroads,,yahoo
2437,2437,HLPPF,Hang Lung Properties Limited,https://www.hanglung.com,Standard Chartered Bank Building 28th Floor 4 Des Voeux Road Central Hong Kong 852 2879 0111 https://www.hanglung.com,4219,Real Estate Services,,yahoo
2438,2438,LECO,"Lincoln Electric Holdings, Inc.",https://www.lincolnelectric.com,"22801 St. Clair Avenue Cleveland, OH 44117 United States 216 481 8100 https://www.lincolnelectric.com",10700,Tools & Accessories,,yahoo
2439,2439,MIUFF,Mitsubishi HC Capital Inc.,https://www.mitsubishi-hc-capital.com,"5-1, Marunouchi 1-chome Chiyoda-ku Tokyo 100-6525 Japan 81 3 6865 3002 https://www.mitsubishi-hc-capital.com",8690,Credit Services,,yahoo
2440,2440,CBUMY,China National Materials Company Limited,https://www.cnbmltd.com,"Guohai Plaza, Tower 2 21st Floor No. 17 Fuxing Road Haidian District Beijing 100036 China 86 10 6813 8300 https://www.cnbmltd.com",156341,Building Materials,,yahoo
2441,2441,PCG-PE,Pacific Gas and Electric Company,https://www.pge.com,"77 Beale Street PO Box 770000 San Francisco, CA 94177 United States 415 973 7000 https://www.pge.com",23992,,,yahoo
2442,2442,ALLE,Allegion plc,https://www.allegion.com,Iveagh Court Block D Harcourt Road Dublin D02 VH94 Ireland 353 1 254 6200 https://www.allegion.com,11500,Security & Protection Services,,yahoo
2443,2443,WEIGF,The Weir Group PLC,https://www.global.weir,1 West Regent Street Glasgow G2 1RW United Kingdom 44 14 1637 7111 https://www.global.weir,11000,Specialty Industrial Machinery,,yahoo
2444,2444,DISCK,"Discovery, Inc.",https://corporate.discovery.com,"230 Park Avenue South New York, NY 10003 United States 240 662 2000 https://corporate.discovery.com",9800,Entertainment,,yahoo
2445,2445,LAZR,"Luminar Technologies, Inc.",https://www.luminartech.com,"2603 Discovery Drive Suite 100 Orlando, FL 32826 United States 407 900 5259 https://www.luminartech.com",500,Software—Application,,yahoo
2446,2446,DNTUF,Dentsu Group Inc.,https://www.group.dentsu.com,"1-8-1, Higashi-Shimbashi Minato-ku Tokyo 105-7050 Japan 81 3 6217 6600 https://www.group.dentsu.com",64533,Advertising Agencies,,yahoo
2447,2447,GFIOF,Gold Fields Limited,https://www.goldfields.com,150 Helen Road Sandown Sandton 2196 South Africa 27 11 562 9700 https://www.goldfields.com,5818,Gold,,yahoo
2448,2448,RBA,Ritchie Bros. Auctioneers Incorporated,https://www.ritchiebros.com,"9500 Glenlyon Parkway Burnaby, BC V5J 0C6 Canada 778 331 5500 https://www.ritchiebros.com",2600,Specialty Business Services,,yahoo
2449,2449,RUN,Sunrun Inc.,https://www.sunrun.com,"225 Bush Street Suite 1400 San Francisco, CA 94104 United States 415-580-6900 https://www.sunrun.com",8500,Solar,,yahoo
2450,2450,KKPNF,Koninklijke KPN N.V.,https://www.kpn.com,Wilhelminakade 123 Rotterdam 3072 AP Netherlands 31 70 343 4343 https://www.kpn.com,9776,Telecom Services,,yahoo
