active_group_links,active_group_names,distributor_links,distributor_names,former_group_links,former_group_names,founded,founders,hangul,industry,key_people,key_people_links,link,locations,name,other_names,parternship_links,parternship_names,socials,soloist_links,soloist_names,subsidiary_links,subsidiary_names,type,websites
,,,Stone Music Entertainment,,,2018,,,,,,https://kpop.fandom.com/wiki/Studio_Blu,South Korea,Studio Blu,,,,,,,,,Subsidiary,
,,,Kakao Entertainment,,,2013,,,,,,https://kpop.fandom.com/wiki/Starship_X,"Seoul, South Korea",Starship X,,,,https://twitter.com/starshipxent,https://kpop.fandom.com//wiki/Jooyoung,"Jooyoung,#Gun",,,Subsidiary,
,,,,,,2021,Ravi,더라이브,,,,https://kpop.fandom.com/wiki/THE_L1VE,,THE L1VE,,,,"https://www.facebook.com/thel1veofficial,https://www.instagram.com/thel1ve_official/,https://twitter.com/THEL1VE_LABEL","https://kpop.fandom.com//wiki/Ailee,https://kpop.fandom.com//wiki/Whee_In","Ailee,Whee In",,,Private,
"https://kpop.fandom.com//wiki/MONSTA_X,https://kpop.fandom.com//wiki/WJSN,https://kpop.fandom.com//wiki/WJSN_CHOCOME,https://kpop.fandom.com//wiki/WJSN_THE_BLACK,https://kpop.fandom.com//wiki/CRAVITY,https://kpop.fandom.com//wiki/IVE","MONSTA X,WJSN,WJSN CHOCOME,WJSN THE BLACK,CRAVITY,IVE",,,,,"January 5, 2008",Kim Shi-dae,,,,,https://kpop.fandom.com/wiki/Starship_Entertainment,"Seoul, South Korea",Starship Entertainment,,,,"https://twitter.com/starshipent,https://www.youtube.com/user/starshipTV","https://kpop.fandom.com//wiki/K.Will,https://kpop.fandom.com//wiki/Jooyoung,https://kpop.fandom.com//wiki/Jeong_Sewoon,https://kpop.fandom.com//wiki/I.M","K.Will,Jooyoung,Jeong Sewoon,I.M",,,Subsidiary,
,,,,,,"January 11, 2019",Zico,KOZ 엔터테인먼트,,,,https://kpop.fandom.com/wiki/KOZ_Entertainment,"Seoul, South Korea",KOZ Entertainment,,,,"https://www.facebook.com/koz.entofficial,https://www.instagram.com/koz_entofficial/,https://twitter.com/KOZ_Entofficial,https://www.youtube.com/user/KOZENTOFFICIAL",https://kpop.fandom.com//wiki/Zico,"Zico,Dvwn",,,Subsidiary,
,,,,,,"May 20, 2016",,,,,,https://kpop.fandom.com/wiki/The_Wave_E%26M,"Seoul, South Korea",The Wave E&M,,,,"https://www.facebook.com/wellmadestarent,https://www.instagram.com/wellmade_starent/,https://post.naver.com/my.nhn?memberNo=32402283",,,,,Subsidiary,
,,,,,,March 2010,,KMP홀딩스,,,,https://kpop.fandom.com/wiki/KMP_Holdings,"Seoul, South Korea",KMP Holdings,,,,"https://www.facebook.com/kmpholdings,https://twitter.com/KMPHoldings",,,,,,
https://kpop.fandom.com//wiki/D.Holic,D.Holic,,Stone Music Entertainment,,,"September 3, 2013",,스타로드엔터테인먼트,,,,https://kpop.fandom.com/wiki/Star_Road_Entertainment,"Seoul, South Korea",Star Road Entertainment,,,,"https://www.facebook.com/%EC%8A%A4%ED%83%80%EB%A1%9C%EB%93%9C-%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8-1303242273075487,https://www.instagram.com/starroadent/,https://twitter.com/starroadent,https://www.youtube.com/channel/UCQYGWPk0LydfEA47eHnF6oQ",https://kpop.fandom.com//wiki/Rena_(D.Holic),Rena,,,Private,
,,,Sony Music,,,"June 10, 2019",Kang Daniel,커넥트엔터테인먼트,Music,,,https://kpop.fandom.com/wiki/KONNECT_Entertainment,"Seoul, South Korea",KONNECT Entertainment,,,,"https://post.naver.com/my.nhn?memberNo=konnectentertainment,https://www.youtube.com/channel/UCHGJwrjlY6rmZJInxRmiztA","https://kpop.fandom.com//wiki/Kang_Daniel,https://kpop.fandom.com//wiki/CL,https://kpop.fandom.com//wiki/Chancellor,https://kpop.fandom.com//wiki/Yuju_(GFRIEND)","Kang Daniel,CL,Chancellor,Yuju",,,Private,
https://kpop.fandom.com//wiki/TARGET,TARGET,,OGAM Entertainment,,,2016,,,,,,https://kpop.fandom.com/wiki/KJ_Music_Entertainment,South Korea,KJ Music Entertainment,,,,"https://channels.vlive.tv/D215A3,https://www.youtube.com/channel/UCKqGCi72Hzdt0J8Khqm-ofg",,,,,Private,
https://kpop.fandom.com//wiki/GWSN,GWSN,,Kakao M,,,2018,,,,,,https://kpop.fandom.com/wiki/Kiwi_Pop,"Seoul, South Korea",Kiwi Pop,,,,,,,,,Private subsidiary,
"https://kpop.fandom.com//wiki/ONO_GIRLZ,https://kpop.fandom.com//wiki/LIMITLESS,https://kpop.fandom.com//wiki/GeeGu","ONO GIRLZ,LIMITLESS,GeeGu",,,,,"March 14, 2018",,,,,,https://kpop.fandom.com/wiki/Star_Ent.,"Seoul, South Korea",Star Ent.,,,,,"https://kpop.fandom.com//wiki/SE7EN,https://kpop.fandom.com//wiki/Jang_Moon_Bok,https://kpop.fandom.com//wiki/Kang_Hye_Yeon","SE7EN,Jang Moon Bok,Kang Hye Yeon",,,Subsidiary,
"https://kpop.fandom.com//wiki/USSO.BOY,https://kpop.fandom.com//wiki/USSO.GIRL,https://kpop.fandom.com//wiki/YOUNGEST,https://kpop.fandom.com//wiki/SUPERKIDS,https://kpop.fandom.com//wiki/Burvey","USSO.BOY,USSO.GIRL,YOUNGEST,SUPERKIDS,Burvey",,,,,,,,,,,https://kpop.fandom.com/wiki/Kids_Planet,"Seoul, South Korea",Kids Planet,,,,https://www.instagram.com/kidsplanet_korea/,,,,,Subsidiary,
,,,,,,"October 8, 1996",Bae Yong Joon,,,,,https://kpop.fandom.com/wiki/KeyEast,"Yeongdong-daero, Gangnam District, Seoul, South Korea",KeyEast,,,,https://www.facebook.com/keyeastofficial,https://kpop.fandom.com//wiki/DALsooobin,DALsooobin,,,Subsidiary,
,,,,,,"July 20, 2010",,카카오엔터테인먼트,,,,https://kpop.fandom.com/wiki/Kakao_Entertainment,"Seoul, South Korea",Kakao Entertainment,,,,,,,,,Public,
"https://kpop.fandom.com//wiki/K-TIGERS_ZERO,https://kpop.fandom.com//wiki/ONEWE,https://kpop.fandom.com//wiki/ONEUS,https://kpop.fandom.com//wiki/SNUPER,https://kpop.fandom.com//wiki/TEEN_TOP,https://kpop.fandom.com//wiki/UP10TION","K-TIGERS ZERO,ONEWE,ONEUS,SNUPER,TEEN TOP,UP10TION",,,,,"April 1, 2010",Lee Seong Jeong,,,,,https://kpop.fandom.com/wiki/KISS_Entertainment,"Meguro City, Tokyo, Japan",KISS Entertainment,KISS Ent (キッスエンタ),,,"https://www.instagram.com/kissent_official/,https://twitter.com/kissent2010,https://www.youtube.com/user/kissent2010",,,,,Private,
,,,,,,,,케이아트뮤직 엔터테인먼트,"Music, entertainment",,,https://kpop.fandom.com/wiki/K_Art_Music_Entertainment,"Daejeon, South Korea",K Art Music Entertainment,,,,"https://www.facebook.com/qwe2973,https://www.instagram.com/k.art.music_ent/",,,,,Unlisted,
,,,,,,October 1978,Min Yeong-bin,,,,,https://kpop.fandom.com/wiki/Kakao_M,"Seoul, South Korea",Kakao M,"Seoul Records,YBM Seoul Records,LOEN Entertainment",,,,,,,,Public,
"https://kpop.fandom.com//wiki/VIXX,https://kpop.fandom.com//wiki/VIXX_LR,https://kpop.fandom.com//wiki/VERIVERY","VIXX,VIXX LR,VERIVERY",,Kakao Entertainment,,,"August 17, 2007",Hwang Se Jun,,,,,https://kpop.fandom.com/wiki/Jellyfish_Entertainment,"Seoul, South Korea",Jellyfish Entertainment,,,,"https://twitter.com/jellyfish_ent,https://www.facebook.com/jellyfishentertainment,https://www.youtube.com/user/jellyfishenter","https://kpop.fandom.com//wiki/Sejeong,https://kpop.fandom.com//wiki/Park_Yun_Ha,https://kpop.fandom.com//wiki/Lim_Seul_Ong","Sejeong,Park Yun Ha,Lim Seul Ong",,,Private,
"https://kpop.fandom.com//wiki/2PM,https://kpop.fandom.com//wiki/DAY6,https://kpop.fandom.com//wiki/DAY6_(Even_of_Day),https://kpop.fandom.com//wiki/TWICE,https://kpop.fandom.com//wiki/Stray_Kids,https://kpop.fandom.com//wiki/3RACHA,https://kpop.fandom.com//wiki/ITZY,https://kpop.fandom.com//wiki/Xdinary_Heroes,https://kpop.fandom.com//wiki/JYPn,https://kpop.fandom.com//wiki/JYPE_LOUD","2PM,DAY6,DAY6 (Even of Day),TWICE,Stray Kids,3RACHA,BOYSTORY,ITZY,NiziU,Xdinary Heroes,JYPn,JYPE LOUD",,Dreamus,,,May 1997,J.Y. Park,JYP엔터테인먼트,,,,https://kpop.fandom.com/wiki/JYP_Entertainment,"Seoul, South Korea",JYP Entertainment,,,,"https://www.facebook.com/jypnation,https://tv.kakao.com/channel/2658089,https://twitter.com/jypnation,https://www.youtube.com/channel/UCaO6TYtlC8U5ttz62hTrZgg,https://twitter.com/jype_japan,https://twitter.com/JYPTHAILAND","https://kpop.fandom.com//wiki/J.Y._Park,https://kpop.fandom.com//wiki/Jun._K,https://kpop.fandom.com//wiki/Wooyoung_(2PM),https://kpop.fandom.com//wiki/Junho,https://kpop.fandom.com//wiki/Bernard_Park,https://kpop.fandom.com//wiki/Young_K,https://kpop.fandom.com//wiki/Dowoon","J.Y. Park,Jun. K,Wooyoung,Junho,Bernard Park,Young K,Dowoon",,,Public,
https://kpop.fandom.com//wiki/Purple_Rain,Purple Rain,,,,,February 2020,,,,,,https://kpop.fandom.com/wiki/JTBC_Studios,"Seoul, South Korea",JTBC Studios,,,,"https://www.facebook.com/jtbcstudios,https://www.instagram.com/jtbcstudios/,https://twitter.com/jtbcstudios,https://www.youtube.com/channel/UCcc8hGY5L6S874k6o_J1v7w","https://kpop.fandom.com//wiki/Nau_Lee,https://kpop.fandom.com//wiki/Sojung_(LADIES%27_CODE)","Nau Lee,Lee So Jung",,,Private,
"https://kpop.fandom.com//wiki/Busters,https://kpop.fandom.com//wiki/JTG_Boys","Busters,JTG Boys",,Kakao M,,,"April 12, 2013",,,,,,https://kpop.fandom.com/wiki/JTG_Entertainment,"Seoul, South Korea",JTG Entertainment,Asia Bridge Entertainment,,,"https://www.facebook.com/JTGentofficial,https://www.instagram.com/jtg_ent/,https://post.naver.com/my.nhn?memberNo=37260584,https://twitter.com/JTG_ent",,,,,Unlisted,
,,,,,,,,,,,,https://kpop.fandom.com/wiki/Category:Japanese_companies,,Japanese companies,,,,,,,,,,
https://kpop.fandom.com//wiki/The_Rose,The Rose,,,,,"September 18, 2007",,제이앤스타컴퍼니,,,,https://kpop.fandom.com/wiki/J%26Star_Company,"Seoul, South Korea",J&Star Company,,,,,https://kpop.fandom.com//wiki/Woosung_(The_Rose),Woosung,,,Private,
,,,Stone Music Entertainment,,,February 2006,,에끌엔터테인먼트,,,,https://kpop.fandom.com/wiki/Jungle_Entertainment,"Seoul, South Korea",Jungle Entertainment,,,,"https://www.facebook.com/JungleEnt,https://blog.naver.com/eccle_ent,https://twitter.com/Eccle_ent,https://www.youtube.com/user/junglent8950",https://kpop.fandom.com//wiki/Jin_Junwoo,Jin Junwoo,,,Private,
https://kpop.fandom.com//wiki/N.O.M_(Nature_Of_Man),N.O.M,,,,,2013,N.O.M,,,,,https://kpop.fandom.com/wiki/JZ_Factory_Entertainment,"Seoul, South Korea",JZ Factory Entertainment,"YC:BROS Entertainment,BNS W Entertainment,BROS Entertainment,Bro ENTERTAINMENT,NOM Entertainment",,,https://www.instagram.com/jz_factory_official/,,,,,Unlisted,
"https://kpop.fandom.com//wiki/LABOUM,https://kpop.fandom.com//wiki/TRENDZ","LABOUM,TRENDZ",,,,,"March 16, 2018",,,,,,https://kpop.fandom.com/wiki/Interpark_Music_Plus,"Seoul, South Korea",Interpark Music Plus,,,,,,,,,Subsidiary,
,,,Dreamus,,,2020,,,Music,,,https://kpop.fandom.com/wiki/IOK_Music,"Seoul, South Korea",IOK Music,,,,"https://www.facebook.com/IOKmusicofficial,https://www.instagram.com/iok_music_official/,https://twitter.com/iok_music,https://www.youtube.com/channel/UCo3T6clxt1MVGFOIZxfBYfw",https://kpop.fandom.com//wiki/B.I,B.I,,,,
"https://kpop.fandom.com//wiki/Apink,https://kpop.fandom.com//wiki/Apink_BnN,https://kpop.fandom.com//wiki/VICTON,https://kpop.fandom.com//wiki/THE_BOYZ,https://kpop.fandom.com//wiki/Bandage,https://kpop.fandom.com//wiki/Weeekly","Apink,Apink BnN,VICTON,THE BOYZ,Bandage,Weeekly",,,,,"January 3, 2011",,아이에스티엔터테인먼트,,,,https://kpop.fandom.com/wiki/IST_Entertainment,"Seoul, South Korea",IST Entertainment,IST ent,,,"https://www.facebook.com/ist.ent.official,https://www.instagram.com/ist_entertainment/,https://twitter.com/ist_ent,https://www.youtube.com/channel/UCcv_9TDIGsRjVWVtHU5GCGg","https://kpop.fandom.com//wiki/Eunji_(Apink),https://kpop.fandom.com//wiki/Hayoung_(Apink),https://kpop.fandom.com//wiki/Han_Seung_Woo,https://kpop.fandom.com//wiki/Namjoo_(Apink),https://kpop.fandom.com//wiki/Do_Han_Se","Jeong Eun Ji,Oh Hayoung,Han Seung Woo,Kim Nam Joo,Do Han Se",,,Subsidiary,
https://kpop.fandom.com//wiki/LUNARSOLAR,LUNARSOLAR,,,,,"January 15, 2007",,,,,,https://kpop.fandom.com/wiki/J_Planet_Entertainment,"Seoul, South Korea",J Planet Entertainment,,,,"https://www.facebook.com/jplanetofficial,https://www.instagram.com/jplanetent_audition/,https://post.naver.com/my.nhn?memberNo=42231127,https://twitter.com/jplanetent_,https://www.youtube.com/channel/UCpgyyX7HCkbrRc0B-Z9FPoQ",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/ZPZG,https://kpop.fandom.com//wiki/SIGNAL_(group)","ZPZG,SIGNAL",,,,,,,제이스타 엔터테인먼트,,,,https://kpop.fandom.com/wiki/J-Star_Entertainment,South Korea,J-Star Entertainment,,,,/wiki/Joonwoo5236,,,,,Private,
"https://kpop.fandom.com//wiki/BUILD_UP,https://kpop.fandom.com//wiki/Y%26W","BUILD UP,Y&W",,,,,October 2019,,이나키스트 엔터테인먼트,,,,https://kpop.fandom.com/wiki/INAKIST_Entertainment,"Seoul, South Korea",INAKIST Entertainment,INAKIST ENT.,,,"https://www.instagram.com/inakistentertainment/,https://www.youtube.com/channel/UCoWz1qYgSQGY7vTkJEARzEQ",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/Fly_To_The_Sky,https://kpop.fandom.com//wiki/DreamNote","Fly To The Sky,DreamNote",,,,,December 2016,,아이엠이코리아,,,,https://kpop.fandom.com/wiki/IMe_KOREA,"Seoul, South Korea",iMe KOREA,,,,"https://www.facebook.com/,https://www.instagram.com/imekorea_official/,https://blog.naver.com/imekr,https://post.naver.com/my.nhn?memberNo=36145479,https://twitter.com/imekr_official,https://www.youtube.com/channel/UCML05AGn5iuZtiYghGFc3QA",https://kpop.fandom.com//wiki/Insoo_(MYNAME),Kang In Soo,,,Subsidiary,
https://kpop.fandom.com//wiki/AA_(group),AA,,,,,"July 2, 1976",,,,,,https://kpop.fandom.com/wiki/Imagine_Asia,"Seoul, South Korea",Imagine Asia,,,,,,,,,Public,
,,,,,,"June 1, 1996",Lee Ki-hyoung,,,,,https://kpop.fandom.com/wiki/Interpark,"Seoul, South Korea",Interpark,,,,,,,,,Public,
,,,Kakao Entertainment,,,"October 24, 2017",,하이라인엔터테인먼트,Music,,,https://kpop.fandom.com/wiki/Highline_Entertainment,South Korea,Highline Entertainment,,,,"https://www.facebook.com/OfficialHighlineEnt,https://www.instagram.com/official_highline/,https://tv.naver.com/houseofmusictv,https://twitter.com/highline_ent,https://channels.vlive.tv/D105C5,https://www.youtube.com/c/HIGHLINEENTERTAINMENT","https://kpop.fandom.com//wiki/Leon,https://kpop.fandom.com//wiki/Yu_Seung_Woo,https://kpop.fandom.com//wiki/Wonho_(singer)","Leon,Yu Seung Woo,Wonho",,,Subsidiary,
https://kpop.fandom.com//wiki/MAMAMOO,MAMAMOO,,,,,"September 21, 2015",,,,,,https://kpop.fandom.com/wiki/HOW_Entertainment,"Seoul, South Korea",HOW Entertainment,,,,"https://www.facebook.com/HOWent7,https://www.instagram.com/how_ent/,https://www.youtube.com/channel/UCG9X_KCVs_XPGN2ibH7S5jA",,,,,Subsidiary,
https://kpop.fandom.com//wiki/MEGAMAX,MEGAMAX,,,,,"January 13, 2015",,인미디어에이앤디,Entertainment,,,https://kpop.fandom.com/wiki/Inmedia,"Gangnam, Seoul, South Korea",Inmedia,"INMEDIA+,IN MEDIA A&D",,,"https://www.facebook.com/inmediacorp,https://www.instagram.com/inmedia_corp/,https://pf.kakao.com/_XpdKs,https://blog.naver.com/inmedia_corp,https://cafe.naver.com/inmediacorp,https://twitter.com/CorpInmedia,https://www.youtube.com/channel/UCi0CGsGw68y7V-mzSb42Q6A",,,,,Private,
https://kpop.fandom.com//wiki/LST,LST,,,,,,,현다컴퍼니,,,,https://kpop.fandom.com/wiki/Hyunda_Company,South Korea,Hyunda Company,Hyunda Entertainment Company,,,"https://www.facebook.com/hyundacompany,https://www.instagram.com/hyundacompany_official/,https://www.youtube.com/channel/UCEDwUfaDemLvOGRjcSIAMww",,,,,,
,,,,,,"September 29, 2017",,,,,,https://kpop.fandom.com/wiki/HYBE_Labels_Japan,"Tokyo, Japan",HYBE Labels Japan,,,,https://twitter.com/HYBE_LABELS_JP,,,,,Subsidiary,
,,,Kakao Entertainment,,,"June 14, 2017",Black Eyed Pilseung,하이업엔터테인먼트,,,,https://kpop.fandom.com/wiki/High_Up_Entertainment,"Seoul, South Korea",High Up Entertainment,Highup Entertainment,,,"https://www.facebook.com/highup_ent,https://www.instagram.com/highup_ent/,https://post.naver.com/my.nhn?memberNo=40584408,https://twitter.com/highup_ent,https://www.youtube.com/channel/UCBEu7Q6arDR7GdfnwBL2AUw",,,,,Private,
"https://kpop.fandom.com//wiki/XENO-T,https://kpop.fandom.com//wiki/ROMEO_(group)","XENO-T,ROMEO",,,,,"June 25, 2014",,,,,,https://kpop.fandom.com/wiki/Hunus_Entertainment,South Korea,Hunus Entertainment,,,,"https://www.facebook.com/HUNUSentertainment,https://post.naver.com/my.nhn?memberNo=37286431,https://twitter.com/hunus_ent,https://www.youtube.com/channel/UCQpdzqBK-ZGfy_RHxe_OyEQ",,,,,Unlisted,
,,,"YG PLUS,Dreamus,LOEN Entertainment",,,"February 1, 2005",Bang Si Hyuk,하이브,,"Bang Si Hyuk,Scooter Braun",https://kpop.fandom.com//wiki/Bang_Si_Hyuk,https://kpop.fandom.com/wiki/HYBE,"Seoul, South Korea",HYBE,,,,"https://www.facebook.com/ibighit,https://twitter.com/hybeofficialtwt,https://www.youtube.com/user/ibighit",,,,,Public,
,,,Kakao M,,,2017,Lee Kun-hyuk,,,,,https://kpop.fandom.com/wiki/Hyuk_And_Company,"Mapo-gu, Seoul, South Korea",Hyuk And Company,,,,,,,,,Private,
https://kpop.fandom.com//wiki/ELVIN_CREW,ELVIN CREW,,,,,"December 30, 2008",,하이씨씨,,,,https://kpop.fandom.com/wiki/HiCC,"Seoul, South Korea",HiCC,"High Creative Contents,HiCC Media (하이씨씨미디어),HiCC Entertainment (하이씨씨엔터테인먼트)",,,"https://www.facebook.com/Hiccofficial,https://www.instagram.com/hicc_official/,https://blog.naver.com/hiccmedia2016,https://tv.naver.com/hiccmedia,https://www.youtube.com/channel/UC9HMo6_akxKToXYurmDSgAQ",,,,,Private,
https://kpop.fandom.com//wiki/MYNAME,MYNAME,,,,,"May 30, 2011",Jang Won Beom,,,,,https://kpop.fandom.com/wiki/H2media,"Seoul, South Korea",H2media,,,,"https://www.instagram.com/h2media_official/,https://twitter.com/H2_media,https://www.youtube.com/channel/H2media2011",,,,,Unlisted,
https://kpop.fandom.com//wiki/Classmate,Classmate,,,,,2016,,,,,,https://kpop.fandom.com/wiki/HF_Music_Company,South Korea,HF Music Company,,,,,,,,,Subsidiary,
"https://kpop.fandom.com//wiki/Boys_Republic,https://kpop.fandom.com//wiki/PIXY","Boys Republic,PIXY",,,,,"October 6, 2010",,해피트라이브엔터테인먼트,,,,https://kpop.fandom.com/wiki/Happy_Tribe_Entertainment,"Seoul, South Korea",Happy Tribe Entertainment,,,,"https://www.facebook.com/happytribeent,https://www.instagram.com/happytribe_ent/,https://www.youtube.com/channel/UC0Z9UJF7jb4g1Gs_hd_LFfg",,,,,Private,
https://kpop.fandom.com//wiki/F.able,F.able,,,,,September 2018,,,,,,https://kpop.fandom.com/wiki/Haeirum_Entertainment,"Seoul, South Korea",Haeirum Entertainment,SSH-Entertainment (더블에스에이치엔터테인먼트),,,"https://www.facebook.com/해이룸엔터테인먼트-663127617448259,https://www.instagram.com/haeirum/",,,,,Unlisted,
,,,,,,July 2013,,,,,,https://kpop.fandom.com/wiki/Feel_GHood_Music,"Seoul, South Korea",Feel GHood Music,,,,,"https://kpop.fandom.com//wiki/Yoonmirae,https://kpop.fandom.com//wiki/BIBI","Yoonmirae,BIBI",,,Private,
,,,"Genie Music,Stone Music Entertainment",,,May 2017,"Jay Park,Cha Cha Malone",,,,,https://kpop.fandom.com/wiki/H1GHR_Music,"Seoul, South Korea",H1GHR Music,H1GHR Music Records,,,"https://www.facebook.com/H1GHRMUSICOFFICIAL,https://www.instagram.com/h1ghrmusic/,https://soundcloud.com/h1ghr-music,https://www.tiktok.com/@h1ghrmusic_official,https://twitter.com/H1GHRMUSIC,https://channels.vlive.tv/A72B01,https://www.youtube.com/channel/UC6TJkBRLMFJ-9c7pXehoZwg",,,,,,
,,,"Genie Music,Stone Music Entertainment",,,"June 4, 2019",Ravi,그루블린,,,,https://kpop.fandom.com/wiki/GROOVL1N,,GROOVL1N,,,,"https://www.facebook.com/Groovl1nofficial,https://www.instagram.com/groovl1nofficial/,https://twitter.com/groovl1n_gtck,https://www.youtube.com/channel/UCVp0GEeuIVBtZxNo9MvuvTw",https://kpop.fandom.com//wiki/Ravi,"Cold Bay,Nafla,Ravi,Xydo",,,Private,
,,,Interpark,,,"April 8, 2019",,,,,,https://kpop.fandom.com/wiki/H%26I_Entertainment,"Seoul, South Korea",H&I Entertainment,HI Entertainment (2016–2019),,,,https://kpop.fandom.com//wiki/Yunu,Yunu,,,Private,
"https://kpop.fandom.com//wiki/ASTRO,https://kpop.fandom.com//wiki/Moonbin_%26_Sanha,https://kpop.fandom.com//wiki/Weki_Meki","ASTRO,Moonbin & Sanha,Weki Meki",,Kakao Entertainment,,,"September 16, 2008",Na Byeong-jun,판타지오,,,,https://kpop.fandom.com/wiki/Fantagio,"Seoul, South Korea",Fantagio,,,,"https://www.facebook.com/fantagio,https://twitter.com/fantagiogroup,https://www.youtube.com/user/officialfantagio","https://kpop.fandom.com//wiki/MJ,https://kpop.fandom.com//wiki/Ong_Seong_Wu","MJ,Ong Seong Wu",,,Public,
,,,Kakao M,,,2012,,,,,,https://kpop.fandom.com/wiki/FAVE_Entertainment,"Seoul, South Korea",FAVE Entertainment,LOEN Tree,,,"https://www.facebook.com/FAVEENT,https://www.youtube.com/channel/faveent",,,,,Subsidiary,
,,,,,,2021,,에프씨이엔엠,,,,https://kpop.fandom.com/wiki/FC_ENM,"Seoul, South Korea",FC ENM,FCENM,,,"https://www.instagram.com/fcenm/,https://twitter.com/fc_enm,https://channels.vlive.tv/833F7F",,,,,Private,
,,,OGAM Entertainment,,,2017,,,,,,https://kpop.fandom.com/wiki/H%26H_Entertainment,,H&H Entertainment,SD.ent,,,"https://www.instagram.com/YS___MUSIC/,https://www.youtube.com/channel/UCGI9ux7clMALsUvWWzv4qyg",,,,,Unlisted,
,,,,,,"July 13, 2011",Kwon Ki Wook,에버모어 엔터테인먼트,"Music,Entertainment",,,https://kpop.fandom.com/wiki/Evermore_Entertainment,"Gangnam, Seoul, South Korea",Evermore Entertainment,"Evermore,Evermore Music (에버모어 뮤직)",,,"https://www.facebook.com/evermoreent,https://www.instagram.com/evermore_ent/,https://post.naver.com/my.nhn?memberNo=evermoreinc,https://twitter.com/evermore_ent,https://www.youtube.com/channel/Evermore209",https://kpop.fandom.com//wiki/Aivan,Aivan,,,Unlisted,
,,,,,,"January 6, 2020",Bae Jong Han,,,,,https://kpop.fandom.com/wiki/EDAM_Entertainment,"Seoul, South Korea",EDAM Entertainment,,,,"https://www.instagram.com/edam.official/,https://twitter.com/edam_ent,https://www.youtube.com/channel/EdamEnt",https://kpop.fandom.com//wiki/IU,IU,,,Subsidiary,
,,,Kakao Entertainment,,,"November 1, 2011",,판타지오 뮤직,,,,https://kpop.fandom.com/wiki/Fantagio_Music,"Seoul, South Korea",Fantagio Music,,,,"https://twitter.com/fantagiomusic_,https://www.youtube.com/user/fantagiomusic",,,,,Subsidiary,
"https://kpop.fandom.com//wiki/A6P,https://kpop.fandom.com//wiki/Bloomy","A6P,Bloomy",,,,,November 2014,,,,,,https://kpop.fandom.com/wiki/DS_Entertainment_(2014_company),,DS Entertainment (2014 company),,,,"https://www.facebook.com/dsent2015,https://twitter.com/Official_DSENT,https://www.youtube.com/channel/UCFh115cb3Z3EZ-w5bnSr09Q",,,,,Unlisted,
,,,,,,2012,Duble Sidekick,,,,,https://kpop.fandom.com/wiki/Duble_Kick_Entertainment,"Seoul, South Korea",Duble Kick Entertainment,,,,,,,,,Private,
,,,,,,2019,,,,,,https://kpop.fandom.com/wiki/DS_Entertainment_(2019_company),,DS Entertainment (2019 company),,,,"https://www.instagram.com/ds_ent__official/,https://twitter.com/ds_ent_official,https://www.youtube.com/channel/UC9Qkrd5R1oStDTS9XW3gNUA",,,,,Unlisted,
,,,,,,,,,,,,https://kpop.fandom.com/wiki/Category:Etromedia,,Etromedia,,,,,,,,,,
"https://kpop.fandom.com//wiki/E%27LAST,https://kpop.fandom.com//wiki/E%27LAST_U","E'LAST,E'LAST U",,,,,2019,,이엔터테인먼트,,,,https://kpop.fandom.com/wiki/E_Entertainment,"Seoul, South Korea",E Entertainment,,,,"https://www.facebook.com/OfficialEent,https://www.instagram.com/e.ent_official/,https://twitter.com/OfficialEent",,,,,,
https://kpop.fandom.com//wiki/Girl%27s_Day,Girl's Day,,,,,2009,Lee Jong Seok,,,,,https://kpop.fandom.com/wiki/DreamT_Entertainment,"Seoul, South Korea",DreamT Entertainment,,,,,,,,,Subsidiary,
,,,,,,2019,Hong Yu Jin,엔터테인먼트 CUP,"Entertainment,Music",,,https://kpop.fandom.com/wiki/Entertainment_CUP,"Seocho-gu, Seoul, South Korea",Entertainment CUP,,,,"https://www.instagram.com/ent_cup/,https://twitter.com/Enterta18021823,https://www.youtube.com/channel/UCLPyun6NQbB-Lj9w1roHWyw",,,,,Private,
"https://kpop.fandom.com//wiki/BLACKSWAN_(2020_group),https://kpop.fandom.com//wiki/K-TIGERS_ZERO","BLACKSWAN,K-TIGERS ZERO",,,,,1989,,DR뮤직,,,,https://kpop.fandom.com/wiki/DR_Music,"Seoul, South Korea",DR Music,,,,,,,,,Private,
"https://kpop.fandom.com//wiki/APRIL,https://kpop.fandom.com//wiki/Fin.K.L,https://kpop.fandom.com//wiki/KARD,https://kpop.fandom.com//wiki/MIRAE_(group)","APRIL,Fin.K.L,KARD,MIRAE",,LOEN Entertainment,,,October 1991,Lee Ho-yeon,,,,,https://kpop.fandom.com/wiki/DSP_Media,"Seoul, South Korea",DSP Media,"Daesung Planning,DSP Entertainment,DSP ent",,,"https://www.facebook.com/officialdspmedia,https://twitter.com/official_DSP,https://www.youtube.com/user/DSP",https://kpop.fandom.com//wiki/Hur_Young_Ji,Hur Young Ji,,,Private,
,,,,,,"January 20, 1999",,,,,,https://kpop.fandom.com/wiki/Dreamus,"Seoul, South Korea",Dreamus,,,,,,,,,Public,
