CEO,active_artist_links,active_artist_names,active_artist_partnership_periods,active_group_links,active_group_names,active_group_partnership_periods,active_groups,artists_count,employees,former_artist_links,former_artist_names,former_artist_partnership_periods,former_group_links,former_group_names,former_group_partnership_periods,former_groups,founded,founders,groups_count,hometown,introduction,link,name,native_names,parent_company,parent_company_link,revenue,socials,subsidiary_links,subsidiary_names
,,,,"https://kpopping.com/profiles/group/Highlight,https://kpopping.com/profiles/group/B2ST-BEAST","Highlight,B2ST (BEAST)","2016 - Present,2016 - Present",,0,,https://kpopping.com/profiles/idol/Junhyung,Junhyung,2016 - 2021,,,,,2016,"Yoon Doojoon, Yong Junhyung, Yang Yoseop, Lee Gikwang, Son Dongwoon",2,Seoul,Around US Entertainment (어라운드어스 엔터테인먼트) is a South Korean record label and entertainment agency. It was founded in December 2016 following BEAST's (now known as Highlight) departure from Cube Entertainment and deciding to set up their own independent label.,https://kpopping.com/company/Around-US-Entertainment,Around US Entertainment,어라운드어스 엔터테인먼트,,,,"https://twitter.com/ent_aroundus,https://www.instagram.com/ent_aroundus/,http://aroundusent.com/",,
,,,,"https://kpopping.com/profiles/group/NU-EST,https://kpopping.com/profiles/group/OH-MY-GIRL,https://kpopping.com/profiles/group/OH-MY-GIRL-BANHANA,https://kpopping.com/profiles/group/THE-BOYZ","NU'EST,OH MY GIRL,OH MY GIRL BANHANA,THE BOYZ","2014 - Present,2019 - Present,2019 - Present,2019 - Present",,0,,,,,"https://kpopping.com/profiles/group/2PM,https://kpopping.com/profiles/group/2AM","2PM,2AM","2009 - 2016,2013 - 2014",,2009,,4,,"Ariola Japan Inc. (株式会社アリオラジャパン, Kabushiki Kaisha Ariora Japan), is a Japanese record label precedently part of BMG Japan and now subsidiary of Sony Music Entertainment Japan.",https://kpopping.com/company/Ariola-Japan,Ariola Japan,株式会社アリオラジャパン,Sony Music Entertainment Japan,https://kpopping.com/company/Sony-Music-Entertainment-Japan,,"https://www.facebook.com/ariolajapan/?ref=page_internal,https://twitter.com/ariolajapan,https://www.youtube.com/user/ariolaSMEJ,http://www.ariola.jp/",,
GroovyRoom,"https://kpopping.com/profiles/idol/GEMINI,https://kpopping.com/profiles/idol/MIRANI","GEMINI,MIRANI","2021 - Present,2021 - Present",https://kpopping.com/profiles/group/GroovyRoom,GroovyRoom,2021 - Present,,2,,,,,,,,,2021,GroovyRoom,1,Seoul,"AREA is a South Korean music label founded on March 3, 2021 by GroovyRoom. The label currently houses the founders & CEO's GroovyRoom, GEMINI & MIRANI.",https://kpopping.com/company/AREA,AREA,,,,,"https://www.instagram.com/areainarea/,https://www.youtube.com/channel/UCO61R65Z4TECnKI0iMXpOEQ",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/SHUUU,SHUUU,2018 - 2018,,,,,2013,"Georgios ""Jun Areia"" Tryfonas",0,Seoul,"Areia Creations Global Entertainment (ACGE) (Areia Creations 글로벌 엔터테인먼트) is an independent record label specializing in K-pop and electronic dance music based in Seoul, South Korea. ACGE started in 2009 as a non-commercial Korean pop content creator and it soon built a significant subscription base on YouTube and other platforms mainly thanks to their Areia Remix brand which features remixed versions of popular Korean songs.",https://kpopping.com/company/Areia-Creations-Global-Entertainment,Areia Creations Global Entertainment,"Areia Creations 글로벌 엔터테인먼트,AreiaCreationsグローバルエンターテインメント",,,,"https://www.facebook.com/areiacreations,https://twitter.com/areiacreations,https://www.instagram.com/areiacreations,https://www.youtube.com/channel/UCR9hrtsbRFUD1EMsY1J5OdQ,https://soundcloud.com/areiacreations",,
Jay Park,"https://kpopping.com/profiles/idol/Jay-Park,https://kpopping.com/profiles/idol/Loco,https://kpopping.com/profiles/idol/GRAY,https://kpopping.com/profiles/idol/Simon-Dominic,https://kpopping.com/profiles/idol/Ugly-Duck,https://kpopping.com/profiles/idol/Hoody,https://kpopping.com/profiles/idol/ELO,https://kpopping.com/profiles/idol/Woo,https://kpopping.com/profiles/idol/Code-Kunst,https://kpopping.com/profiles/idol/sogumm,https://kpopping.com/profiles/idol/Punchnello,https://kpopping.com/profiles/idol/DeVita,https://kpopping.com/profiles/idol/Lee-Hi,https://kpopping.com/profiles/idol/GooseBumps,https://kpopping.com/profiles/idol/Yugyeom","Jay Park,Loco,GRAY,Simon Dominic,Ugly Duck,Hoody,ELO,Woo,Code Kunst,sogumm,Punchnello,DeVita,Lee Hi,GooseBumps,Yugyeom","2013 - Present,2013 - Present,2013 - Present,2014 - Present,2015 - Present,2015 - Present,2016 - Present,2017 - Present,2018 - Present,2019 - Present,2019 - Present,2020 - Present,2020 - Present,2020 - Present,2021 - Present",,,,,15,,,,,,,,,2013,Jay Park,0,Seoul,"Above Ordinary Music Group or AOMG, is an independent and prominent South Korean hip-hop & R&B label and artist management company, originated from the “Art of Movement”, a Seattle-based B-Boying group of which founder singer, songwriter & rapper Jay Park joined in 2003. Jay Park founded the label in late September of 2013, initally signing composer Jun Goon, singer & producer Gray and Seattle affiliate Cha Cha Malone, who was a producer and dancer of Jay Park’s dance crew “Art of Movement”.",https://kpopping.com/company/AOMG,AOMG,,CJ E&M,https://kpopping.com/company/CJ-E-M,,"https://www.facebook.com/AOMGOFFICIAL,https://twitter.com/aomgofficial,https://channels.vlive.tv/F9EA9/home,https://www.instagram.com/aomgofficial/,https://www.youtube.com/user/AOMGofficial,https://www.aomgofficial.com/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/Baek-A-Yeon,Baek A Yeon,2012 - 2013,https://kpopping.com/profiles/group/miss-A,miss A,2010 - 2013,,2010,,0,Seoul,"AQ Entertainment (AQ 엔터테인먼트) was a South Korean record sub-label of JYP Entertainment. It was an independent sub-label established by JYPE in 2010 to manage the promotions and activities of girl group Miss A, and later the soloist Baek A-yeon. This sub-label was dismantled after merging with JYP Entertainment in December 2013 and all artists moving to the main label.",https://kpopping.com/company/AQ-Entertainment,AQ Entertainment,AQ 엔터테인먼트,JYP Entertainment,https://kpopping.com/company/JYP-Entertainment,,,,
You Hee Yeol,"https://kpopping.com/profiles/idol/Lee-Jin-Ah,https://kpopping.com/profiles/idol/Sam-Kim,https://kpopping.com/profiles/idol/Chloe2,https://kpopping.com/profiles/idol/Mijoo","Lee Jin Ah,Sam Kim,Chloe,Mijoo","2013 - Present,2016 - Present,2021 - Present,2021 - Present",https://kpopping.com/profiles/group/Toy,Toy,1997 - Present,,4,,https://kpopping.com/profiles/idol/Chai,Chai,2016 - 2021,,,,,1997,Yoo Hee Yeol,1,,Antenna Music (안테나 음악) is a South Korean Music and Entertainment Agency founded by Yoo Hee Yeol in 1997.,https://kpopping.com/company/Antenna-Music,Antenna Music,안테나 음악,,,,"https://www.facebook.com/antennamusics,https://twitter.com/antennamusic,https://www.instagram.com/antenna_official/,https://www.youtube.com/user/Antennamusictube,http://www.antenna.co.kr/front/main.do",,
Yokichi Osato,,,,,,,,0,,https://kpopping.com/profiles/idol/Okazaki-Momoko,Okazaki Momoko,2015 - 2018,,,,,1978,Yokichi Osato,0,"Tokyo, Japan","AMUSE (Japanese: アミューズ, Korean: 어뮤즈) is a Japanese entertainment company founded in 1978.",https://kpopping.com/company/AMUSE,AMUSE,"어뮤즈,アミューズ",,,461.8 Million (2017),"https://www.facebook.com/amuse.jp,https://twitter.com/amuse_official,https://www.youtube.com/user/amusechannel,https://www.amuse.co.jp/en/",,
,"https://kpopping.com/profiles/idol/Bian,https://kpopping.com/profiles/idol/Haena3,https://kpopping.com/profiles/idol/Vita,https://kpopping.com/profiles/idol/Ida,https://kpopping.com/profiles/idol/Aki,https://kpopping.com/profiles/idol/Suzy2,https://kpopping.com/profiles/idol/Shinye","Bian,Haena,Vita,Ida,Aki,Suzy,Shinye","2019 - Present,2019 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present",https://kpopping.com/profiles/group/MAJORS,MAJORS,2021 - Present,,7,,"https://kpopping.com/profiles/idol/Dam-I,https://kpopping.com/profiles/idol/Dalyn,https://kpopping.com/profiles/idol/Royeon,https://kpopping.com/profiles/idol/Lina,https://kpopping.com/profiles/idol/Raon,https://kpopping.com/profiles/idol/Orly,https://kpopping.com/profiles/idol/J2","Dam I,Dalyn,Royeon,Lina,Raon,Orly,J","2019 - 2020,2019 - 2020,2019 - 2020,2019 - 2020,2019 - 2020,2019 - 2020,2019 - 2020",https://kpopping.com/profiles/group/ANS,ANS,2019 - 2020,,2019,,1,Seoul,ANS Entertainment (ANS엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/ANS-Entertainment,ANS Entertainment,ANS엔터테인먼트,,,,"https://www.instagram.com/official_ans_/,https://www.youtube.com/channel/UCQT2CDn_eV3kpWp5lCszOAA,https://ansent.co.kr/",,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Dajeong,https://kpopping.com/profiles/idol/Song-Hayea","Dajeong,Song Hayea","2014 - 2016,2014 - 2017",,,,,2014,,0,Seoul,Annyung Music Entertainment (안녕뮤직) was a South Korean entertainment company.,https://kpopping.com/company/Annyung-Music-Entertainment,Annyung Music Entertainment,안녕뮤직,,,,"https://www.facebook.com/annyungmusic/,https://www.youtube.com/user/Himusicent?reload=9",,
Go Kyung-min,"https://kpopping.com/profiles/idol/Gaeko,https://kpopping.com/profiles/idol/Choiza,https://kpopping.com/profiles/idol/SOLE,https://kpopping.com/profiles/idol/HA-TFELT","Gaeko,Choiza,SOLE,HA:TFELT","2006 - Present,2006 - Present,2017 - Present,2017 - Present",https://kpopping.com/profiles/group/Dynamic-Duo,Dynamic Duo,2016 - Present,,4,,"https://kpopping.com/profiles/idol/Primary,https://kpopping.com/profiles/idol/E-Sens,https://kpopping.com/profiles/idol/Simon-Dominic,https://kpopping.com/profiles/idol/Zion-T,https://kpopping.com/profiles/idol/Crush","Primary,E Sens,Simon Dominic,Zion. T,Crush","2008 - 2020,2009 - 2013,2009 - 2013,2013 - 2016,2013 - 2019",https://kpopping.com/profiles/group/Supreme-Team,Supreme Team,2009 - 2013,,2006,"Choiza, Gaeko",1,"Mapo-gu, Seoul","Amoeba Culture (아메바 컬쳐) is a South Korean independent record label founded on August 18, 2006 by Dynamic Duo members Choiza and Gaeko.",https://kpopping.com/company/Amoeba-Culture,Amoeba Culture,아메바 컬쳐,CJ E&M,https://kpopping.com/company/CJ-E-M,,"https://www.facebook.com/amoebakorea,https://twitter.com/amoebakorea,https://www.instagram.com/amoebakorea/,https://www.youtube.com/amoebakorea,https://www.amoebaculture.com/",,
,"https://kpopping.com/profiles/idol/Changmo,https://kpopping.com/profiles/idol/Keem-Hyo-eun,https://kpopping.com/profiles/idol/Hash-Swan,https://kpopping.com/profiles/idol/Ash-Island,https://kpopping.com/profiles/idol/Leellamarz,https://kpopping.com/profiles/idol/Way-Ched,https://kpopping.com/profiles/idol/Zene-The-Zilla,https://kpopping.com/profiles/idol/Don-Malik","Changmo,Keem Hyo-eun,Hash Swan,Ash Island,Leellamarz,Way Ched,Zene The Zilla,Don Malik","2016 - Present,2016 - Present,2017 - Present,2018 - Present,2019 - Present,2019 - Present,2019 - Present,2021 - Present",,,,,8,,,,,,,,,2016,"Dok2, The Quiett",0,Seoul,Ambition Musik is a South Korean hip-hop label founded by Dok2 and The Quiett in 2016.,https://kpopping.com/company/Ambition-Musik,Ambition Musik,,,,,"https://www.facebook.com/AmbitionMusik/,https://twitter.com/ambition_musik/,https://www.instagram.com/ambition_musik/,https://www.youtube.com/channel/UC4mMqn0EPMoOwWqU8--2how,http://www.ambitionmusik.com/",,
,,,,,,,,0,,,,,,,,,2019,MATHI,0,Seoul,"AllBlue Records, stylized as A\\B\ue RECORDS is a South Korean record label that was founded in 2019 by producer MATHI.",https://kpopping.com/company/AllBlue-Records,AllBlue Records,,,,,"https://www.facebook.com/AllBlueRecords/,https://www.instagram.com/officialallblue/,https://www.youtube.com/channel/UClvR4RMcxE60jMSxYjZcy5g,https://allbluerecords.com/",,
,,,,https://kpopping.com/profiles/group/MAP6,MAP6,2018 - Present,,0,,"https://kpopping.com/profiles/idol/Hyeongshin,https://kpopping.com/profiles/idol/Karam,https://kpopping.com/profiles/idol/Chaehyeon,https://kpopping.com/profiles/idol/Raon","Hyeongshin,Karam,Chaehyeon,Raon","2018 - 2019,2018 - 2019,2018 - 2019,2018 - 2019","https://kpopping.com/profiles/group/ALLS-GIRL,https://kpopping.com/profiles/group/D-CRUNCH","ALLS-GIRL,D-CRUNCH","2018 - 2019,2018 - 2020",,2017,Lee Jong Seok,1,Seoul,"All-S Company (올에스컴퍼니) is a South Korean record label and entertainment agency. It was founded in 2017 by Lee Jong Seok, founder and former CEO of DreamT Entertainment.",https://kpopping.com/company/All-S-Company,All-S Company,올에스컴퍼니,,,,,,
,"https://kpopping.com/profiles/idol/Ella,https://kpopping.com/profiles/idol/Lola,https://kpopping.com/profiles/idol/Satbyeol,https://kpopping.com/profiles/idol/Dia2,https://kpopping.com/profiles/idol/Sua5,https://kpopping.com/profiles/idol/Dajeong2,https://kpopping.com/profiles/idol/MOA3,https://kpopping.com/profiles/idol/Park-Jung-Min,https://kpopping.com/profiles/idol/Sophia","Ella,Lola,Satbyeol,Dia,Sua,Dajeong,MOA,Park Jung Min,Sophia","2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2020 - Present,2021 - Present","https://kpopping.com/profiles/group/PIXY,https://kpopping.com/profiles/group/SSOA","PIXY,SSOA","2020 - Present,2021 - Present",,9,,,,,,,,,2020,Lee Sang Ho,2,Seoul,ALLART Entertainment (올라트엔터테인먼트) is a South Korean entertainment agency.,https://kpopping.com/company/ALLART-Entertainment,ALLART Entertainment,올라트엔터테인먼트,,,,"https://twitter.com/AllartEnt,https://www.instagram.com/allartent_official/,https://www.youtube.com/channel/UCGGsFs19hOQN2aNixsLJnZQ,https://www.allartenter.com/",,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Big-Tray,https://kpopping.com/profiles/idol/Basick,https://kpopping.com/profiles/idol/Marvel-J","Big Tray,Basick,Marvel J","2017 - 2020,2017 - 2018,2017 - 2020",,,,,2017,,0,Seoul,All Right Music (올라잇 뮤직) was a South Korean record label founded as a sub-label of RBW in 2017.,https://kpopping.com/company/All-Right-Music,All Right Music,올라잇 뮤직,RBW,https://kpopping.com/company/RBW,,,,
,https://kpopping.com/profiles/idol/Hami,Hami,2020 - Present,,,,,1,,,,,,,,,2017,,0,Beijing,"AIF Entertainment (Chinese: AIF娱乐, Korean: AIF 엔터테인먼트, Japanese: AIFエンターテインメント) is a Chinese entertainment company. ""AIF"" is short for ""Asian Idol Factory"" (亚洲偶像工厂).",https://kpopping.com/company/AIF-Entertainment,AIF Entertainment,"AIF 엔터테인먼트,AIFエンターテインメント",,,,,,
,,,,https://kpopping.com/profiles/group/FT-ISLAND,FT ISLAND,2008 - Present,,0,,,,,https://kpopping.com/profiles/group/CNBLUE,CNBLUE,2009 - 2011,,2007,,1,"Shibuya, Tokyo",AI Entertainment Inc. was founded in 2007. It is a Japanese indie record label and publishing company which supports the indie artists of the world.,https://kpopping.com/company/AI-Entertainment,AI Entertainment,,,,,,,
Min Hee Jin,,,,,,,,0,,,,,,,,,2021,HYBE,0,Seoul,"ADOR is a South Korean record label part of HYBE Labels, founded in 2021.",https://kpopping.com/company/ADOR,ADOR,,HYBE Labels,https://kpopping.com/company/HYBE-Labels,,,,
,,,,,,,,0,,,,,https://kpopping.com/profiles/group/Yellow-Bee,Yellow Bee,2017 - 2020,,2014,Kim Hae-kwon,0,Seoul,Addiction Entertainment (에딕션 엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/Addiction-Entertainment,Addiction Entertainment,에딕션 엔터테인먼트,,,,"https://www.facebook.com/addictioncrew/,https://www.instagram.com/a.d_ent_official/",,
,"https://kpopping.com/profiles/idol/Kwon-Soonil,https://kpopping.com/profiles/idol/Sunmi,https://kpopping.com/profiles/idol/Bambam,https://kpopping.com/profiles/idol/Dara","Kwon Soonil,Sunmi,Bambam,Dara","2016 - Present,2017 - Present,2021 - Present,2021 - Present",https://kpopping.com/profiles/group/Urban-Zakapa,Urban Zakapa,2016 - Present,,4,,https://kpopping.com/profiles/idol/Jung-Joon-Young,Jung Joon Young,2019 - 2019,,,,,2014,,1,Seoul,ABYSS Company (어비스컴퍼니) is a South Korean entertainment company. They were originally known as MAKEUS Entertainment and was founded in 2014 as subsidiary of the mobile content company MAKEUS Corp..,https://kpopping.com/company/ABYSS-Company,ABYSS Company,어비스컴퍼니,,,,"https://www.facebook.com/ABYSSCOMPANY,https://twitter.com/ABYSS_COMPANY,https://www.instagram.com/official_abysscompany,https://www.youtube.com/channel/UCihqDiBUjaLOK2cPd_qg9EQ,http://www.abysscompany.com/",,
Kwon Bong-woon,,,,,,,,0,,"https://kpopping.com/profiles/idol/Lina8,https://kpopping.com/profiles/idol/Green,https://kpopping.com/profiles/idol/Bomin2,https://kpopping.com/profiles/idol/ChaeA,https://kpopping.com/profiles/idol/Ari","Lina,Green,Bomin,ChaeA,Ari","2020 - 2020,2020 - 2020,2020 - 2020,2020 - 2020,2020 - 2020",https://kpopping.com/profiles/group/REDSQUARE,REDSQUARE,2020 - 2020,,2020,,0,Seoul,"About Entertainment (어바웃이엔티), stylized as aboutent is a South Korean record label and entertainment agency. It was founded in March 2020.",https://kpopping.com/company/About-Entertainment,About Entertainment,어바웃이엔티,,,,"https://www.facebook.com/aboutent.offical,https://twitter.com/about_ent,https://www.instagram.com/aboutent_offical/,https://www.youtube.com/channel/UCDw3HCcT01B8A037zTQoo9g,http://aboutent.co.kr/?ckattempt=1",,
,"https://kpopping.com/profiles/idol/Midam,https://kpopping.com/profiles/idol/D-A,https://kpopping.com/profiles/idol/Myunghoon2","Midam,D.A,Myunghoon","2019 - Present,2019 - Present,2019 - Present",,,,,3,,,,,,,,,2019,,0,,AAP.Y Entertainment (에이에이피와이 엔터테인먼트; All Around Playerz – Youth) is a South Korean entertainment company.,https://kpopping.com/company/AAP-Y-Entertainment,AAP.Y Entertainment,에이에이피와이 엔터테인먼트,,,,"https://twitter.com/aap_y_official,https://www.instagram.com/aap.y_official/,http://aap-y.com/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/Seongri,Seongri,2015 - 2016,https://kpopping.com/profiles/group/N-Sonic,N.Sonic,2011 - 2016,,2011,,0,,"C2K Entertainment (C2K 엔터테인먼트) is a record label in South Korea. Since their only promoting group disbanded in 2016, they have since deleted their website, and have not updated any of their SNS accounts. It is unknown if they closed or sold out as there has been no official news.",https://kpopping.com/company/C2K-Entertainment,C2K Entertainment,C2K엔터테인먼트,,,,"https://www.facebook.com/c2kentertainment,https://twitter.com/c2kofficial",,
Baek Chang-ju,"https://kpopping.com/profiles/idol/Xia-Junsu,https://kpopping.com/profiles/idol/Kim-Jaejoong,https://kpopping.com/profiles/idol/Hwang-Jung-eum,https://kpopping.com/profiles/idol/Solji,https://kpopping.com/profiles/idol/Jooyeon","Xia Junsu,Kim Jaejoong,Hwang Jung-eum,Solji,Jooyeon","2010 - Present,2010 - Present,2014 - Present,2020 - Present,2021 - Present",https://kpopping.com/profiles/group/JYJ,JYJ,2010 - Present,,5,40,"https://kpopping.com/profiles/idol/Yoochun,https://kpopping.com/profiles/idol/Crucial-Star","Yoochun,Crucial Star","2010 - 2019,2016 - 2017",,,,,2009,Baek Chang-ju,1,Seoul,"C-JeS Entertainment is a South Korean entertainment company established in 2009, handling the management of various artists. Its roster includes popular boy band JYJ; singer Gummy; actors Choi Min-sik, Sol Kyung-gu, and Song Il-gook; and actresses Hwang Jung-eum and Kang Hye-jung.",https://kpopping.com/company/C-JeS-Entertainment,C-JeS Entertainment,씨제스엔터테인먼트,,,27 Million (2011),"https://www.instagram.com/cjes.tagram/,http://c-jes.com/New/",,
,https://kpopping.com/profiles/idol/Hyolyn,Hyolyn,2017 - Present,,,,,1,,,,,,,,,2017,Hyolyn,0,Seoul,bridʒ (Bridge) is a South Korean entertainment agency founded in November 2017 by former SISTAR member Hyolyn.,https://kpopping.com/company/brid%CA%92-Bridge,bridʒ (Bridge),,,,,"https://www.facebook.com/hyolyn.official/,https://twitter.com/officialhyolyn_,https://www.instagram.com/xhyolynx/,https://www.youtube.com/officialHyolyn,https://bridgeofficial.com/",,
Han Sang Tae,,,,,,,,0,,,,,,,,,2016,Han Sang Tae,0,Incheon,Bullgama Sound (불가마 싸운드) is a South Korean public record label founded in October 2016 and started being active in 2019.,https://kpopping.com/company/Bullgama-Sound,Bullgama Sound,불가마 싸운드,,,,"https://www.facebook.com/bullgamasound,https://twitter.com/bullgamasound,https://www.instagram.com/bullgama_sound/,https://www.youtube.com/channel/UCdpfoy9YSEmPO6Tetdjlu2A?view_as=subscriber,https://www.bullgamasound.com/",,
Vahan Vartanian,"https://kpopping.com/profiles/idol/Hayashi-Fuko,https://kpopping.com/profiles/idol/Oki-Fuka","Hayashi Fuko,Oki Fuka","2021 - Present,2021 - Present",,,,,2,,,,,,,,,2010,,0,"Minato-ku, Tokyo","BRIDGE JAPAN Inc. (Japanese: ブリッジジャパン株式会社, Korean: 브릿지 재팬 주식회사) is a Japanese entertainment company founded in 2002 as One Continent LLC in Los Angeles, California, successfully providing agency services within the Entertainment industry. In 2010 One Continent LLC moved its base to Tokyo, Japan and Bridge Japan Inc. was founded.",https://kpopping.com/company/BRIDGE-JAPAN-Inc,BRIDGE JAPAN Inc.,"브릿지 재팬 주식회사,ブリッジジャパン株式会社",,,,http://www.bridgejapan.com/en/index.html,,
,"https://kpopping.com/profiles/idol/Gahyun2,https://kpopping.com/profiles/idol/Sara8,https://kpopping.com/profiles/idol/Anh,https://kpopping.com/profiles/idol/Jerin,https://kpopping.com/profiles/idol/Rina3,https://kpopping.com/profiles/idol/Sori3","Gahyun,Sara,Anh,Jerin,Rina,Sori","2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present",https://kpopping.com/profiles/group/Beauty-Box,Beauty Box,2021 - Present,,6,,,,,,,,,2020,YJB,1,Seoul,BY-U Entertainment (바이유 엔터테인먼트) is a South Korean entertainment company founded in 2020 by singer YJB.,https://kpopping.com/company/BY-U-Entertainment,BY-U Entertainment,"바이유 엔터테인먼트,BY-Uエンターテインメント",,,,"https://www.facebook.com/%EB%B0%94%EC%9D%B4%EC%9C%A0-BY-U-Entertainment-108508177768694/?ref=page_internal,https://twitter.com/byuentertainme1?lang=en,https://www.instagram.com/by_u_ent,https://www.youtube.com/c/BYUEntertainment/featured,http://www.byuent.com/",,
,https://kpopping.com/profiles/idol/Seo-In-guk,Seo In-guk,2017 - Present,,,,,1,,https://kpopping.com/profiles/idol/Gayoon,Gayoon,2016 - 2018,,,,,2016,,0,Seoul,BS Company (BS컴퍼니) is a South Korean entertainment company founded in 2016.,https://kpopping.com/company/BS-Company,BS Company,"BS컴퍼니,BSカンパニー",,,,,,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Son-Seoah,https://kpopping.com/profiles/idol/HaYaan","Son Seoah,HaYaan","2018 - 2018,2018 - 2019",https://kpopping.com/profiles/group/API,API,2018 - 2020,,2018,,0,Seoul,BRICKWORKS Company (브릭웍스 컴퍼니) was a South Korean entertainment company founded in 2018. It was closed in January 2020.,https://kpopping.com/company/BRICKWORKS-Company,BRICKWORKS Company,브릭웍스 컴퍼니,,,,https://www.youtube.com/c/BRICKWORKSCOMPANY,,
