active_group_links,active_group_names,active_group_periods,active_years,age,albums,awards,birthday,bloodtype,company_links,company_names,company_periods,country,debut,debut_to_1st_win,education,fandom,former_group_links,former_group_names,former_group_periods,full_name,fun_facts,gender,height,hometown,introduction,korean_stage_name,kpopping_rank,languages,native_name,personality_type,profile_link,socials,stage_name,training_period,weight,zodiac_sign
https://kpopping.com/profiles/group/T1419,T1419,(2020-2021),2020-2021,18 years old,0,0,"January 20, 2003",A,,,"January 11, 2021,2020-2021,Korean, Japanese,ESFJ,2120th",Japan,"January 11, 2021",,,,,,,Nasukawa Shota,,M,"5'10"" (178 cm)",Osaka,Zero (제로; T02) is a Japanese rapper and singer under MLD Entertainment. He is a member of the boy group T1419.,제로,2120th,"Korean,Japanese",名須川将太,ESFJ,https://kpopping.com/profiles/idol/Zero2,https://instagram.com/ze.ro0120?igshid=i0s45z2s6anl,Zero,,138.9 lbs (63 kg),Aquarius
https://kpopping.com/profiles/group/Zetta,Zetta,(2016-2021),2016-2021,30 years old,0,0,"May 16, 1991",,,,"2016-2021,Korean,4061st",South Korea,,,,,,,,Park Junyoung,,M,"5'9"" (176 cm)",,Zero is a rapper in the group Zetta,제로,4061st,Korean,제로,,https://kpopping.com/profiles/idol/Zero,,Zero,,127.9 lbs (58 kg),Taurus
"https://kpopping.com/profiles/group/YTC4LYF,https://kpopping.com/profiles/group/S-FE,https://kpopping.com/profiles/group/Young-Thugs-Club","YTC4LYF,S+FE,Young Thugs Club","(? - ?),(2018-2021),(2016-2021)",2013-2021,27 years old,0,0,"July 4, 1994",,https://kpopping.com/company/Ambition-Musik,Ambition Musik,"January 1, 2019 - present,2013-2021,3547th",South Korea,,,,,,,,Lee Sang-yong,,M,,,"Zene The Zilla (제네 더 질라), born Lee Sang-yong (이상용) is a South Korean rapper who debuted under A.D.#.D in 2015.",제네 더 질라,3547th,,이상용,,https://kpopping.com/profiles/idol/Zene-The-Zilla,"https://www.instagram.com/zenethezilla,https://soundcloud.com/zenethezilla",Zene The Zilla,,,Cancer
,,,2012-2021,25 years old,3,0,"October 15, 1996",A,"https://kpopping.com/company/TS-Entertainment,https://kpopping.com/company/A-Entertainment","TS Entertainment,A Entertainment","December 1, 2011 - December 2, 2018,March 18, 2020 - December 31, 2020,January 26, 2012,2012-2021,Korean, English,6 years,Seoul Performing Arts High School,1246th,Baby",South Korea,"January 26, 2012",,Seoul Performing Arts High School,Baby,https://kpopping.com/profiles/group/B-A-P,B.A.P,(2012-2019),Choi Jun Hong,"Zelo would practice up to 20 hours a day and still feel that it's not enough.,Zelo is closest to Jongup.,Zelo is known for his LTE rap. He raps really fast and was even famous for it back in his early debut days.,Zelo considers his Skateboard very precious to him.,Zelo tends to blink a lot.,According to Zelo, watching DBSK and Super Junior made him want to become a singer.,Zelo likes smart girls who are good at the things he's weak at. He also likes girls who can speak english well and also has a pretty smile.,When someone called Zelo dumb, he started wearing glasses to looks smarter.,He got his stage name from the Greek God ""Zelos"" the God of Rivalry. He was given this name because of how he worked amongst his hyungs.,When Zelo first met Daehyun, he thought he was younger than him.",M,"6'1"" (184 cm)","Mokpo, Jeollanam-do",,젤로,1246th,"Korean,English",최준홍,,https://kpopping.com/profiles/idol/Zelo,"https://twitter.com/ZELO96,https://www.instagram.com/byzelo/,https://soundcloud.com/zelo96-4",Zelo,6 years,163.1 lbs (74 kg),Libra
https://kpopping.com/profiles/group/VAV,VAV,(2015-2021),2016,27 years old,0,0,"March 29, 1994",,,,"2016,Korean,1574th",South Korea,,,,,,,,Lee Seungmin,,M,"5'11"" (179 cm)",,ZeHan is a Korean pop artist. He was a member of the group VAV.,제한,1574th,Korean,이승민,,https://kpopping.com/profiles/idol/Zehan,,Zehan,,145.5 lbs (66 kg),Aries
,,,2015-2021,29 years old,0,0,"November 24, 1992",A,,,"April 27, 2015,2015-2021,Korean,3633rd",South Korea,"April 27, 2015",,,,https://kpopping.com/profiles/group/XST,XST,(2015-2021),Son Yosep,,M,"5'8"" (173 cm)",,"Yoseb (요셉) is a South Korean rapper and singer. He is a member of the boy group Xst and a former member of the group Herycle. When the group was known as M.FECT, his stage name was Zamong.",요셉,3633rd,Korean,손요셉,,https://kpopping.com/profiles/idol/Zamong,"https://www.instagram.com/xst_yoseb/,https://www.youtube.com/channel/UC1SVp7n7sc6Ys9ns952csTg",Zamong,,138.9 lbs (63 kg),Sagittarius
,,,2014-2021,29 years old,3,0,"January 4, 1992",B,https://kpopping.com/company/Chungchun-Music,Chungchun Music,"May 30, 2017 - present,May 30, 2017,2014-2021,Korean,Seoul Institute of the Arts,1714th",South Korea,"May 30, 2017",,Seoul Institute of the Arts,,,,,Ahn Jung-Jae,,M,,Gyeonggi Province,"Ahn Jung-Jae (안중재), best known by the stage name zai.ro (자이로), is a South Korean singer, songwriter, and musician under Chungchun Music. He debuted on May 30th, 2017 with the album, 'NEW GENERATION'.",자이로,1714th,Korean,안중재,,https://kpopping.com/profiles/idol/zai-ro,"https://mobile.twitter.com/rt_jga,https://www.instagram.com/zai.ro_/,https://www.youtube.com/channel/UCyLcOcHpaG-zBhAvDDP_n4w,https://m.cafe.daum.net/ajjfancafe/_rec",zai.ro,,,
"https://kpopping.com/profiles/group/EXO,https://kpopping.com/profiles/group/EXO-M","EXO,EXO-M","(2012-2021),(2012-2016)",2012-2021,28 years old,0,0,"May 2, 1993",AB,"https://kpopping.com/company/SM-Entertainment,https://kpopping.com/company/L-TAO-Entertainment","SM Entertainment,L.TAO Entertainment","April 8, 2012 - December 31, 2015,July 1, 2017 - present,April 8, 2012,2012-2021,Chinese, Korean,431st",China,"April 8, 2012",,,,,,,Huang Zitao,,M,6' (183 cm),"Qingdao, Shandong province","Tao (타오) is a Chinese rapper, singer, actor, and martial artist. He is a former member of the boy group EXO and their subgroup EXO-M. He left the group in August 2015 after filing a lawsuit against SM Entertainment to terminate his contract citing health concerns, making the third Chinese member to do so after Kris and Luhan who left EXO the previous year.",타오,431st,"Chinese,Korean",黄子韬,,https://kpopping.com/profiles/idol/Z-Tao,"https://www.instagram.com/hztttao/?hl=en,https://www.youtube.com/channel/UCXYvvL5ohOqDHmSXJSuNn_g,https://www.weibo.com/u/2713968254",Z.Tao,,149.9 lbs (68 kg),Taurus
https://kpopping.com/profiles/group/Lucente,Lucente,(? - ?),,24 years old,0,0,"February 28, 1997",B,,,"Korean,3403rd",South Korea,,,,,,,,Ahn Ji Hoo,"Z.Hoo, together with fellow Lucente member U. Seong, is a former member of the group Trophy.",M,"5'11"" (181 cm)",,Z.Hoo is a member of the South Korean boy group Lucente.,지후,3403rd,Korean,안지후,,https://kpopping.com/profiles/idol/Z-Hoo,"https://twitter.com/Lucente_Zhoo,https://www.instagram.com/z.hooo/",Z.Hoo,,138.9 lbs (63 kg),Pisces
,,,2020-2021,20 years old,2,0,"May 3, 2001",,https://kpopping.com/company/ROSCHILD-Entertainment,ROSCHILD Entertainment,"November 20, 2020 - present,November 20, 2020,2020-2021,Korean, and English,North London Collegiate School,2017th",South Korea,"November 20, 2020",,North London Collegiate School,,,,,Choi Hwan-Hee,,M,"5'10"" (177 cm)",,,지플랫,2017th,"Korean,English",최환희,,https://kpopping.com/profiles/idol/Z-flat,"https://www.instagram.com/z_fla_t/,https://soundcloud.com/highello0803",Z.flat,,,Taurus
,,,2014-2021,28 years old,0,0,"January 27, 1993",A,,,"2014-2021,Korean,1680th",South Korea,,,,,https://kpopping.com/profiles/group/Bigflo,Bigflo,(2014-2021),Jung Jae-wook,"Z-uK is a good cook and his favorite food is chicken.,Z-uK participated in The Unit.",M,"5'9"" (175 cm)",Busan,Z-uK is a Rapper and former member of Korean boy group BIGFLO.,,1680th,Korean,정재욱,,https://kpopping.com/profiles/idol/Z-uK,"https://www.facebook.com/officialzuk/,https://twitter.com/official_Z_uK,https://www.instagram.com/realxxzxuk/,https://www.youtube.com/channel/UCVAZX4QEQk0Xs3M6nh1keWA/videos,https://www.jnentseoul.com/",Z-uK,,,Aquarius
https://kpopping.com/profiles/group/UNVS,UNVS,(2016-2021),2016-2021,30 years old,0,0,"August 30, 1991",,,,"February 23, 2020,2016-2021,2903rd",South Korea,"February 23, 2020",,,,,,,Jin Yongyong,YY’s favorite color is Black.,M,"5'9"" (174 cm)",,YY (와이와이) is a Chinese singer under CHITWN Music. He is a member of the boy group UNVS.,용용,2903rd,,金勇勇,,https://kpopping.com/profiles/idol/YY,https://www.weibo.com/u/5951443646?refer_flag=1001030103_&is_hot=1,YY,,125.7 lbs (57 kg),Virgo
,,,2015-2021,23 years old,0,0,"April 28, 1998",A,https://kpopping.com/company/The-Music-Works-Entertainment,The Music Works Entertainment,"February 1, 2015 - April 30, 2021,July 26, 2017,2015-2021,Korean, Japanese, English, Mandarin,Hanlim Multi Art School,1470th,You”th",South Korea,"July 26, 2017",,Hanlim Multi Art School,You”th,"https://kpopping.com/profiles/group/MYTEEN,https://kpopping.com/profiles/group/B-O-Y","MYTEEN,B.O.Y","(2017-2019),(2019-2021)",Song Yuvin,"His hobbies include playing basketball, soccer, and baseball.,He is afraid of heights.",M,"5'11"" (180 cm)",Daegu,,유빈,1470th,"Korean,Japanese,English,Mandarin",송유빈,,https://kpopping.com/profiles/idol/Yuvin,https://instagram.com/syv0428,Yuvin,,158.7 lbs (72 kg),Taurus
https://kpopping.com/profiles/group/PENTAGON,PENTAGON,(2016-2021),2016-2021,23 years old,0,0,"January 23, 1998",0,,,"October 10, 2016,1471 days,2016-2021,Japanese, Korean,INFP,548th,Universe",Japan,"October 10, 2016",1471 days,,Universe,,,,Adachi Yuto,"He likes wearing black.,Yuto is afraid of the dark.,When he was a child, they were asked to draw their faces. Yuto cried when the kids told him that his drawing looked like an Alien.,He is nicknamed ""Takoyaki Prince"" by his fellow members.,Yuto is friends with ONF‘s Yuto and NCT's Yuta.,He is a former baseball player. (The Immigration),Yuto used to play Baseball back when he was younger.,Yuto used to be bald when he was younger and he wants to forget about it.,His roommate is Wooseok in Pentagon's dorm.,Yuto can’t eat spicy food.",M,"6'1"" (185 cm)",Nagano,,유토,548th,"Japanese,Korean",足立湯と,INFP,https://kpopping.com/profiles/idol/Yuto,https://www.instagram.com/yuto_dachi/,Yuto,,138.9 lbs (63 kg),Aquarius
"https://kpopping.com/profiles/group/NCT-127,https://kpopping.com/profiles/group/NCT","NCT 127,NCT","(2016-2021),(2016-2021)",2016-2021,26 years old,0,0,"October 26, 1995",A,,,"July 7, 2016,350 days,2016-2021,Japanese, Korean,2013 - 2016,Yashima Gakuen High School,173rd,NCTzen",Japan,"July 7, 2016",350 days,Yashima Gakuen High School,NCTzen,,,,Nakamoto Yuta,,M,"5'9"" (176 cm)",Osaka,,유타,173rd,"Japanese,Korean",中本悠太,,https://kpopping.com/profiles/idol/Yuta,https://www.instagram.com/yuu_taa_1026/,Yuta,2013 - 2016,132.3 lbs (60 kg),Scorpio
,,,2014-2021,29 years old,0,0,"October 8, 1992",0,,,"2014-2021,Korean, Mandarin,2710th",South Korea,,,,,https://kpopping.com/profiles/group/Bigflo,Bigflo,(2014-2021),Jung Yu Seong,,M,"5'9"" (175 cm)",Busan,Yuseong is a Solo Artist and former member of Korean boy group BIGFLO.,,2710th,"Korean,Mandarin",정유성,,https://kpopping.com/profiles/idol/Yuseong,https://www.instagram.com/1008_jung/,Yuseong,,,Libra
,,,2019,26 years old,0,0,"December 28, 1994",B,"https://kpopping.com/company/ESteem-Entertainment,https://kpopping.com/company/SidusHQ,https://kpopping.com/company/DSP-Media","ESteem Entertainment,SidusHQ,DSP Media","January 1, 2016 - present,June 1, 2005 - January 1, 2011,January 1, 1998 - June 1, 2005,December 5, 2019,2019,Korean, Russian,2016 - 2019,1562nd",South Korea,"December 5, 2019",,,,https://kpopping.com/profiles/group/JxR,JxR,(2019-2021),Park Yu-ri,,M,"6'2"" (186 cm)",Uzbekistan,"Yuri (유리) is a Korean-Russian singer, rapper and model under ESteem. He is one half of the duo JxR.",유리,1562nd,"Korean,Russian",박유리,,https://kpopping.com/profiles/idol/Yuri4,"https://www.instagram.com/park_yury/,https://www.youtube.com/channel/UC50iltxI_zqceQY76gA2KGw",Yuri,2016 - 2019,149.9 lbs (68 kg),Capricorn
,,,2012-2021,28 years old,0,0,"February 15, 1993",B,,,"2012-2021,Korean, Japanese,3137th",South Korea,,,,,https://kpopping.com/profiles/group/A-Jax,A-Jax,(2012-2019),Maeng Yunyoung,"Yunyoung´s favorite cartoon character is Stitch.,The members said that Yunyoung is the one who does fanservice the most.,Yunyoung is a big fan of super heroes. He bought merch from every movie that Marvel released.,Yunyoung is friends with Gfriend´s Sowon.,Yunyoung´s role model is BTS. He also really loves the characters of BT21 and has drawn them on several occasions.",M,"5'12"" (182 cm)",Seoul,Yunyoung is a member of Korean Boygroup A-JAX (에이젝스).,윤영,3137th,"Korean,Japanese",맹윤영,,https://kpopping.com/profiles/idol/Yunyoung,https://www.instagram.com/2yoooung/,Yunyoung,,,Aquarius
,,,,25 years old,0,0,"March 19, 1996",A,,,"Korean,Korea Art High School,2852nd",South Korea,,,Korea Art High School,,https://kpopping.com/profiles/group/Romeo,Romeo,(? - ?),Hwang Yunsung,,M,"5'9"" (176 cm)",,,,2852nd,Korean,황윤성,,https://kpopping.com/profiles/idol/Yunsung,,Yunsung,,,Pisces
https://kpopping.com/profiles/group/NOIR,NOIR,(2018-2021),2018-2021,25 years old,0,0,"August 29, 1996",A,,,"2018-2021,1768th",South Korea,,,,,,,,Nam Yun Sung,"He likes to exercise.,Yunsung and Minhyuk are big Ateez fans and were at their first concert in Korea.,Yunsung joined the second season of Produce 101 but had to leave because of health issues.",M,"5'12"" (182 cm)",,Yunsung is a member of the South Korean boy group NOIR.,,1768th,,남윤성,,https://kpopping.com/profiles/idol/Yunsung2,https://www.instagram.com/n__ys_/,Yunsung,,,Virgo
https://kpopping.com/profiles/group/W24,W24,(2018-2021),2018-2021,26 years old,0,0,"August 15, 1995",B,,,"March 8, 2018,2018-2021,Korean, Spanish,Seoul Institute of Arts,909th",South Korea,"March 8, 2018",,Seoul Institute of Arts,,,,,Kim Yoon-soo,,M,"5'12"" (182 cm)",,Kim Yoon Soo (김윤수; or simply Yoon Soo) is a South Korean musician under JARMY Entertainment. He is the guitarist of the boy band W24 and was a member of the worship band AGAPAO Worship.,윤수,909th,"Korean,Spanish",김윤수,,https://kpopping.com/profiles/idol/Yunsoo,,Yunsoo,,141.1 lbs (64 kg),Leo
https://kpopping.com/profiles/group/DRIPPIN,DRIPPIN,(2020-2021),2020,21 years old,0,0,"October 30, 2000",AB,,,"2020,Korean,Baekseok Arts University,1184th",South Korea,,,Baekseok Arts University,,,,,Hwang Yunseong,,M,"5'11"" (179 cm)",Seoul,Hwang Yun Seong (황윤성) is a South Korean singer under Woollim Entertainment. He is a member of the boy group DRIPPIN.,윤성,1184th,Korean,황윤성,,https://kpopping.com/profiles/idol/Yunseong2,,Yunseong,,132.3 lbs (60 kg),Scorpio
,,,2018-2021,20 years old,0,0,"April 4, 2001",0,,,"2018-2021,Korean, English,4315th",South Korea,,,,,,,,Jang Yunseo,,M,,,Jang Yun Seo (장윤서) is a South Korean trainee who participated on YG Treasure Box as a member of Team B.,장윤서,4315th,"Korean,English",Jang Yun Seo,,https://kpopping.com/profiles/idol/Yunseo,https://www.instagram.com/yunseo_1dish/,Yunseo,,,Aries
https://kpopping.com/profiles/group/NewKidd,NewKidd,(2019-2021),2017-2021,20 years old,0,0,"February 26, 2001",A,,,"November 30, 2017,2017-2021,Korean,2256th",South Korea,"November 30, 2017",,,,,,,Yoon Min,"Jinkwon, Yunmin and Woochul organised a surprise coffee event with fans to show support for Hansol when he appeared on The Unit.,Yunmin is good at shooting games.",M,"6'1"" (185 cm)",,Yunmin (윤민) is a South Korean singer currently under J-FLO Entertainment. He is a member of the boy group Newkidd and its subunits Newkidd - Lemme Spoil U and Newkidd02.,윤민,2256th,Korean,윤민,,https://kpopping.com/profiles/idol/Yunmin,https://www.instagram.com/yunmin226/,Yunmin,,134.5 lbs (61 kg),Pisces
https://kpopping.com/profiles/group/Rhea,Rhea,(2021),2021,,0,0,,,,,"2021,5080th",South Korea,,,,,,,,,,F,,,"Jiye (지예) , also going by the name Hera (헤라), is a South Korean trainee under I.O Entertainment, member of the pre-debut girl group Rhea.",지예,5080th,,,,https://kpopping.com/profiles/idol/Jiye,,Jiye,,,
https://kpopping.com/profiles/group/PoshGirls,PoshGirls,(2021),2021,19 years old,0,0,"December 7, 2002",A,"https://kpopping.com/company/DSP-Media,https://kpopping.com/company/FNC-Entertainment,https://kpopping.com/company/No-1-Media","DSP Media,FNC Entertainment,No.1 Media","January 1, 2015 - present,January 8, 2010 - December 31, 2014,January 1, 2021 - October 1, 2021,2021,Hanlim Performing Arts High School (Applied Practical Music),4989th",South Korea,,,Hanlim Performing Arts High School (Applied Practical Music),,,,,Yoon Jiwoo,,F,"5'4"" (163 cm)",,"Jiwoo (지우) is a South Korean singer, member of the girl group PoshGirls.",지우,4989th,,윤지우,,https://kpopping.com/profiles/idol/Jiwoo6,,Jiwoo,,,Sagittarius
,,,2010-2021,29 years old,0,0,"February 22, 1992",,,,"January 27, 2012,2010-2021,3504th",South Korea,"January 27, 2012",,,,https://kpopping.com/profiles/group/Six-Bomb,Six Bomb,(2012-2021),Jang Jiwoo,,F,"5'5"" (165 cm)",,Jiwoo (지우) is a South Korean singer. She was a member of the girl group Six Bomb. She left the group in 2015. She debuted as a solo artist in 2014.,지우,3504th,,장지우,,https://kpopping.com/profiles/idol/Jiwoo3,"https://www.facebook.com/soeun0222,https://www.instagram.com/so_eun0222/",Jiwoo,,,Pisces
https://kpopping.com/profiles/group/TWEETY,TWEETY,(2015-2021),2015-2021,,0,0,,,,,"May 19, 2015,2015-2021,4559th",South Korea,"May 19, 2015",,,,,,,,,F,,,Jiwoo (지우) is a South Korean singer. She was a member of the girl group TWEETY. She left the group in 2016.,지우,4559th,,,,https://kpopping.com/profiles/idol/Jiwoo4,,Jiwoo,,,
https://kpopping.com/profiles/group/JYPn,JYPn,(2021),2021,16 years old,0,0,"April 13, 2005",,https://kpopping.com/company/JYP-Entertainment,JYP Entertainment,"January 1, 2018 - present,2021,Guri Girls’ High School,4427th",South Korea,,,Guri Girls’ High School,,,,,Kim Ji-woo,,F,,"Namyangju, Gyeonggi-do","Jiwoo (지우) is a South Korean trainee under JYP Entertainment. She is a member of the upcoming girl group, JYPn, set to debut in February 2022.",지우,4427th,,김지우,,https://kpopping.com/profiles/idol/Jiwoo8,,Jiwoo,,,Aries
,,,2017-2021,21 years old,0,0,"June 27, 2000",A,,,"2017-2021,Korean,School of Performing Arts School,4451st",South Korea,,,School of Performing Arts School,,,,,Yoon Jiwoo,,F,,,"Yoon Ji-woo (정소미) is a South Korean trainee who participated on the survival show ""Idol School"".",소미,4451st,Korean,Yoon Ji-woo,,https://kpopping.com/profiles/idol/Jiwoo5,,Jiwoo,,,Cancer
https://kpopping.com/profiles/group/KARD,KARD,(2016-2021),2016-2021,25 years old,2,0,"October 4, 1996",A,,,"July 19, 2017,2016-2021,Korean,2011 - 2017,Chungdam High School,INFJ-T,351st,Hidden Kard",South Korea,"July 19, 2017",,Chungdam High School,Hidden Kard,,,,Jeon Jiwoo,"Jiwoo majored in Clarinet for 6 years.,Jiwoo has a dog named Tani.,Jiwoo trained under FNC Entertainment for 5 years, and because of this, she is close to all SF9 members and other FNC artists.,Jiwoo is very flexible.,Jiwoo became a DSP trainee, where she only trained for 2 months before debuting.,Jiwoo is also close to Up10tion’s Bitto.,Jiwoo is friends with Mimi from Gugudan and Doha from Boys24.,She can withstand pain because she got 8 piercings in one day, in both ears.,Jiwoo may look cold, but she is one of KARD's funniest members. She can even do a Doraemon expression.,Jiwoo has a brother too who she isn't really close to.",F,"5'5"" (165 cm)",Seoul,,지우,351st,Korean,전지우,INFJ-T,https://kpopping.com/profiles/idol/Jiwoo,https://www.instagram.com/_zziwooo0/,Jiwoo,2011 - 2017,103.6 lbs (47 kg),Libra
https://kpopping.com/profiles/group/Blah-Blah,Blah Blah,(? - ?),2017-2021,27 years old,0,0,"March 16, 1994",A,,,"November 22, 2017,2017-2021,Kookmin University,3055th",South Korea,"November 22, 2017",,Kookmin University,,,,,,,F,"5'5"" (165 cm)",,Ji Woo (지우) is a South Korean singer under FAB Entertainment. She was the leader of the girl group Blah Blah.,지우,3055th,,,,https://kpopping.com/profiles/idol/Jiwoo2,https://www.instagram.com/jiwoo_blahblah/,Jiwoo,,,Pisces
,,,2017-2021,,0,0,,,,,"2017-2021,4578th",South Korea,,,,,https://kpopping.com/profiles/group/Elado,Elado,(2017),Hur Ji Won,,F,,,Jiwon (지원) is a South Korean singer. She was a member of the girl group Elado.,지원,4578th,,허지원,,https://kpopping.com/profiles/idol/Jiwon10,,Jiwon,,,
,,,2013-2021,34 years old,0,0,"February 12, 1987",,,,"November 9, 2013,2013-2021,1846th",South Korea,"November 9, 2013",,,,"https://kpopping.com/profiles/group/LPG,https://kpopping.com/profiles/group/Chaness","LPG,Chaness","(2005-2016),(2014-2016)",Jeon Ji Won,,F,"5'7"" (170 cm)",,Jiwon (지원) is a South Korean singer. She was a member of the girl group LPG and the sub-unit Chaness. She joined the group in 2013. She is now a model.,지원,1846th,,전지원,,https://kpopping.com/profiles/idol/Jiwon9,"https://www.instagram.com/vivi_o0o/,https://www.youtube.com/channel/UCFxgTF0jciNS8qA2A-Lgxpw,http://www.vanillavv.kr/",Jiwon,,,Aquarius
,,,2018-2021,26 years old,0,0,"August 7, 1995",,https://kpopping.com/company/LUK-Factory,LUK Factory,"August 30, 2018 - December 31, 2019,August 30, 2018,2018-2021,Korean,3420th",South Korea,"August 30, 2018",,,,https://kpopping.com/profiles/group/TROPICAL,TROPICAL,(2018-2019),,,F,"5'6"" (166 cm)",Seoul,"Jiw Won (지원) is a South Korean singer under LUK Factory. She is a member, maknae and main vocalist of the girl group TROPICAL.",지원,3420th,Korean,,,https://kpopping.com/profiles/idol/Jiwon6,https://www.instagram.com/ariel.jiwon/,Jiwon,,103.6 lbs (47 kg),Leo
https://kpopping.com/profiles/group/Cherry-Bullet,Cherry Bullet,(2019-2021),2019-2021,21 years old,0,0,"September 4, 2000",AB,"https://kpopping.com/company/FNC-W,https://kpopping.com/company/FNC-Entertainment","FNC W,FNC Entertainment","February 1, 2021 - present,January 1, 2017 - January 31, 2021,2019-2021,Korean,263rd",South Korea,,,,,,,,Heo Jiwon,"In Cherry Bullet, her character specialty is a machine gun,Jiwon is a former trainee of Starship Entertainment and Polaris Entertainment,She trained under Nega Network with Good Day's Haeun, Momoland's Nancy,Jiwon nickname is ViCenJi. (“Visual Center Jiwon”),Jiwon’s name (지원) means “support” in Korean.,Jiwon and Yuju are models for the brand Smart.,Jiwon, Bora, Kokoro, Linlin, Chaerin and Mirae share a room.,Jiwon has a dog called Tani and a cat called Rai/Lai.,Her favorite colors are pink, black, and red.,Jiwon is good at doing makeup.",F,"5'7"" (169 cm)",,,지원,263rd,Korean,허지원,,https://kpopping.com/profiles/idol/Jiwon4,,Jiwon,,99.2 lbs (45 kg),Virgo
https://kpopping.com/profiles/group/T-ARA,T-ARA,"(2009-2017,2020-2021)",2009-2021,33 years old,0,0,"April 5, 1988",A,"https://kpopping.com/company/CL-Company,https://kpopping.com/company/B2M-Entertainment,https://kpopping.com/company/MBK-Entertainment","CL&Company,B2M Entertainment,MBK Entertainment","April 29, 2021 - present,February 9, 2012 - February 6, 2017,January 1, 2009 - July 1, 2009,February 9, 2012,2009-2021,Korean, Japanese,Dongguk Women’s University,594th",South Korea,"February 9, 2012",,Dongguk Women’s University,,"https://kpopping.com/profiles/group/Spica,https://kpopping.com/profiles/group/UNI-T,https://kpopping.com/profiles/group/SPICA-S","Spica,UNI.T,SPICA.S","(2012-2017,2019),(2018),(2014-2017)",Yang Ji Won,,F,"5'5"" (165 cm)",,"Yang Ji Won (양지원) is a South Korean singer and actress. She was the lead vocalist of the Korean pop girl group SPICA of B2M entertainment. In 2009 she debuted as a member of T-ara, however, she withdrew from the group shortly after their initial debut. She was supposed to debut as a member of Five Girls but the group disbanded due to financial reasons. Jiwon placed 6th in The Unit with 68,193 votes and is now a part of the girl group UNI.T",지원,594th,"Korean,Japanese",양지원,,https://kpopping.com/profiles/idol/Jiwon3,"https://mobile.twitter.com/ppjwy,https://www.instagram.com/wldnjs62/",Jiwon,,,Aries
https://kpopping.com/profiles/group/BOTOPASS,BOTOPASS,(2020-2021),2019-2021,24 years old,0,0,"March 17, 1997",,https://kpopping.com/company/WKS-ENE,WKS ENE,"April 1, 2019 - present,November 11, 2019,2019-2021,Chinese, English, Korean,Dankook University (Department of Korean Language and Literature),3383rd",South Korea,"November 11, 2019",,Dankook University (Department of Korean Language and Literature),,https://kpopping.com/profiles/group/ILUV,ILUV,(2018-2020),Park Ji-won,,F,"5'5"" (165 cm)","Seongnam, Gyeonggi-do",Jiwon (Korean: 지원; Chinese: 志苑; Japanese: ジウォン) is a South Korean singer under WKS ENE. She is a member of BOTOPASS and a former member of ILUV.,지원,3383rd,"Chinese,English,Korean",박지원,,https://kpopping.com/profiles/idol/Jiwon7,"https://www.instagram.com/blackbeanjiwon/,https://www.tiktok.com/@blackbeanjiwon?language=ko&sec_uid=MS4wLjABAAAAltELpmbLrtFtSxar43w-EbI__uQ-8jQW6Wsgv1MkrvcjNP9eZyNBy2AatGRxgFwP&u_code=d30g0b392h2162&utm_source=copy&app=tiktok&iid=6804086192155903746&utm_campaign=client_share&utm_medium=ios&tt_fr",Jiwon,,99.2 lbs (45 kg),Pisces
https://kpopping.com/profiles/group/fromis-9,fromis_9,(2017-2021),2017-2021,23 years old,1,0,"March 20, 1998",A,"https://kpopping.com/company/Pledis-Entertainment,https://kpopping.com/company/Off-The-Record-Entertainment,https://kpopping.com/company/JYP-Entertainment,https://kpopping.com/company/Stone-Music-Entertainment","Pledis Entertainment,Off The Record Entertainment,JYP Entertainment,Stone Music Entertainment","August 16, 2021 - present,January 24, 2018 - August 16, 2021,January 1, 2012 - December 31, 2015,July 1, 2017 - September 21, 2018,January 24, 2018,1322 days,2017-2021,Korean, English,4 years and 9 months,Chungdam High School,INTJ,249th,Flover",South Korea,"January 24, 2018",1322 days,Chungdam High School,Flover,,,,Park Ji-won,"Jiwon is a multilingual queen. She sings in Korean, English, Latin, Mandarin, and (soon) Japanese.,Jiwon’s English name is Megan. (Channel_9 Season 2),Jiwon loves watching horror movies and The Simpsons.,Jiwon is left-handed.,Jiwon has a rapper alter ego called MC Megan.,Jiwon gets scared easily and started crying after Chaeyoung told her a horror story.,Jiwon was voted as the craziest member in Fromis_9.,Jiwon has a rap name, called ""Be Quiet"", the Be comes from her name ""Bak (박)"".,Jiwon can´t wink.,She loves watching horror movies and The Simpsons.",F,"5'2"" (158 cm)",Busan,,지원,249th,"Korean,English",박지원,INTJ,https://kpopping.com/profiles/idol/Jiwon2,https://www.instagram.com/xjiwonparkx/,Jiwon,4 years and 9 months,108 lbs (49 kg),Pisces
