active_years,agency_links,agency_names,association_links,association_names,birth_name,birth_place,bloodtype,family,family_links,fandom,fandom_colors,group_debut,height,instruments,legal_name,link,name,occupation,partner_links,partners,socials,solo_debut,weight
2019-present,,,"https://kpop.fandom.com//wiki/Lalary_(group),https://kpop.fandom.com//wiki/BABY_LALARY","Lalary,BABY LALARY",Kanako Kuno (久野可南子),"Toyota, Japan",,,,,Purple,"August 29, 2019",154cm,,,https://kpop.fandom.com/wiki/Canaco,Canaco,Singer,,,"https://www.instagram.com/cannacno/,https://www.instagram.com/cannacno_covers/,https://www.tiktok.com/cannacno",,
2019–present,https://kpop.fandom.com//wiki/ONO_Entertainment,ONO Entertainment,https://kpop.fandom.com//wiki/LIMITLESS_(group),LIMITLESS,,"Hunan, China",,,,,,"November 28, 2019",,,,https://kpop.fandom.com/wiki/C.I,C.I,Singer,,,"https://www.instagram.com/caixin_c.i/,https://www.weibo.com/7072832541",,
2015–2016,https://kpop.fandom.com//wiki/PR_Entertainment,PR Entertainment,https://kpop.fandom.com//wiki/BaBa,BaBa,Kim Bo-bae (김보배),South Korea,,,,,,"March 24, 2015",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Byulha_(BaBa),Byulha,Singer,,,,,
2012-2015,https://kpop.fandom.com//wiki/Choeun_Entertainment,Choeun Entertainment,https://kpop.fandom.com//wiki/24K,24K,Park Byung-ho (박병호),,A,,,,,"September 6, 2012",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Byungho,Byungho,"Real estate agent, singer",,,https://www.instagram.com/park_bh89/,,59 kg (130 lb)
2010–present,https://kpop.fandom.com//wiki/TOP_Media,TOP Media,https://kpop.fandom.com//wiki/TEEN_TOP,TEEN TOP,Bang Min-soo (방민수),"Seoul, South Korea",O,,,,,"July 9, 2010",,,,https://kpop.fandom.com/wiki/C.A.P,C.A.P,Rapper,,,"https://www.instagram.com/bangminsu1992/,https://www.youtube.com/channel/UCI2tDexUJri-vAmX63U7vSw","May 27, 2018",
2017-present,https://kpop.fandom.com//wiki/HF_Music_Company,HF Music Company,https://kpop.fandom.com//wiki/Classmate,Classmate,Ahn Byeong-min (안병민),,,,,,,"August 25, 2017",,,,https://kpop.fandom.com/wiki/Byeong_Min,Byeong Min,Singer,,,,,
2019–present,https://kpop.fandom.com//wiki/Urban_Works_Entertainment,Urban Works Entertainment,https://kpop.fandom.com//wiki/Produce_X_101,Produce X 101,Byeon Seong-tae (변성태),,O,,,,,,181 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Byeon_Seong_Tae,Byeon Seong Tae,Actor,,,https://www.instagram.com/bsvvt_/,,63 kg (139 lb)
2018–present,,,"https://kpop.fandom.com//wiki/We_Girls,https://kpop.fandom.com//wiki/MIDNIGHT_(group)","We Girls,MIDNIGHT",Kim Byeol-jji (김별찌),,,,,,,,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Byeoljji,Byeoljji,"Singer, Rapper",,,"https://www.instagram.com/byeol_____jji_/,https://www.tiktok.com/@afm_byeoljji,https://twitter.com/Byeol_jji__",,44 kg (97 lb)
2019–present,https://kpop.fandom.com//wiki/Yedam_Entertainment,Yedam Entertainment,"https://kpop.fandom.com//wiki/LABELUP,https://kpop.fandom.com//wiki/BYUL,_DAL","LABELUP,BYUL, DAL",Lee Bom (이봄),South Korea,O,,,,,"May 23, 2020",158 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Byeol-so,Byeol-so,Singer,,,"https://www.instagram.com/spring__two/,https://twitter.com/LABELUP_RIAN,https://www.youtube.com/channel/UC9FynXw4C8E8tUZB_mrnoHQ",,43 kg (95 lb)
2021–present,,,https://kpop.fandom.com//wiki/Rhea_(group),Rhea,,,,,,,Sky blue,"October 1, 2021",,,,https://kpop.fandom.com/wiki/Byeolha_(Rhea),Byeolha,Singer,,,,,
2016–2019,,,"https://kpop.fandom.com//wiki/OAHSIS,https://kpop.fandom.com//wiki/MIXNINE","OAHSIS,MIXNINE",Han Byeol (한별),South Korea,A,,,,,,,,,https://kpop.fandom.com/wiki/Byeol,Byeol,Singer,,,,,
2017–present,"https://kpop.fandom.com//wiki/C9_Entertainment,https://kpop.fandom.com//wiki/YG_Entertainment","C9 Entertainment,YG Entertainment","https://kpop.fandom.com//wiki/CIX,https://kpop.fandom.com//wiki/MIXNINE,https://kpop.fandom.com//wiki/YG_Treasure_Box","CIX,MIXNINE,YG Treasure Box",Lee Byoung-gon (이병곤),"Incheon, South Korea",A,,,,,"July 23, 2019",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/BX,BX,"Rapper, singer",,,,,61 kg (134 lb)
2011–present,https://kpop.fandom.com//wiki/Pledis_Entertainment,Pledis Entertainment,,,Kye Bum-joo (계범주),"Seoul, South Korea",,,,,,,,,,https://kpop.fandom.com/wiki/Bumzu,Bumzu,"Singer, songwriter, producer",,,,,
2019–present,,,https://kpop.fandom.com//wiki/MOUNTAIN,MOUNTAIN,Kim Jong-beom (김종범),,,,,,,,178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Burn_(MOUNTAIN),Burn,Singer,,,https://www.instagram.com/jjbeoms/,,65 kg (143 lb)
2010–present,https://kpop.fandom.com//wiki/Brand_New_Music,Brand New Music,https://kpop.fandom.com//wiki/TROY,TROY,Kwon Ki-beom (권기범),"Seoul, South Korea",A,,,,,"July 1, 2010",172 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Bumkey,Bumkey,"Singer-songwriter, composer, producer",,,"https://twitter.com/BUMKEY,https://www.youtube.com/user/rnbskillz","June 3, 2013",63 kg (139 lb)
2019-present,,,https://kpop.fandom.com//wiki/2Z,2Z,Park Bum-jun (박범준),,,,,,,"January 14, 2020",185 cm (6 ft 1 in),Bass,,https://kpop.fandom.com/wiki/Bum_Jun,Bum Jun,"Musician, model",,,,,58 kg (128 lb)
2014-present,,,https://kpop.fandom.com//wiki/MADTOWN,MADTOWN,Kim Ju-hyeon (김주현),"Hwagok-dong, Gangseo-gu, Seoul, South Korea",B,,,,,"October 6, 2014",178 cm,,,https://kpop.fandom.com/wiki/Buffy,Buffy,Rapper,,,"https://www.instagram.com/hennexxi/,https://soundcloud.com/hennexxi",,63 kg
2004–present,"https://kpop.fandom.com//wiki/Brave_Entertainment,https://kpop.fandom.com//wiki/YG_Entertainment","Brave Entertainment,YG Entertainment",,,Kang Dong-chul (강동철),,,,,,,,,,,https://kpop.fandom.com/wiki/Brave_Brothers,Brave Brothers,"Singer-songwriter, composer, producer",,,,,
2016-2017,,,https://kpop.fandom.com//wiki/I-Ren,I-Ren,,"Seoul, South Korea",,,,,,"August 24, 2016",,,,https://kpop.fandom.com/wiki/Boyoung,Boyoung,"Rapper, singer",,,,,
,https://kpop.fandom.com//wiki/DOUBLE_Entertainment,H Brother Entertainment,https://kpop.fandom.com//wiki/GIRLS_GIRLS,GIRLS GIRLS,Kim Gyu-rang (김규랑),"Daejoon, South Korea",O,,,,,"December 9, 2015",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/BUDY,BUDY,Singer-Songwriter,,,"https://www.instagram.com/budy_48/,https://soundcloud.com/budy_q,https://twitter.com/budy_official,https://www.youtube.com/channel/UCNksGllkODYiog4SGAUUd3Q","March 14, 2019",48 kg (106 lb)
2017-present,https://kpop.fandom.com//wiki/KJ_Music_Entertainment,KJ Music Entertainment,https://kpop.fandom.com//wiki/TARGET,TARGET,Im Jong-hak (임종학),,O,,,,,"December 20, 2017",176 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Boun,Boun,Singer,,,"https://www.instagram.com/imbo_un/,https://soundcloud.com/user-713259535",,59 kg (130 lb)
2008–present,https://kpop.fandom.com//wiki/MBK_Entertainment,MBK Entertainment,https://kpop.fandom.com//wiki/T-ARA,T-ARA,Jeon Bo-ram (전보람),"Seoul, South Korea",B,"Lee Mi-young,Jeon Young-rok,Jeon Woo-ram","[None, None, None]",,,"July 29, 2009",155 cm (5 ft 1 in),,,https://kpop.fandom.com/wiki/Boram,Boram,"Singer, actress",,,,"April 15, 2008",45 kg (99 lb)
2010–present,"https://kpop.fandom.com//wiki/KeyEast,https://kpop.fandom.com//wiki/Starship_Entertainment","KeyEast Entertainment,Starship Entertainment","https://kpop.fandom.com//wiki/SISTAR,https://kpop.fandom.com//wiki/SISTAR19","SISTAR,SISTAR19",Yoon Bo-ra (윤보라),"Seoul, South Korea",O,Yoon Jae-seok,[None],Aborables,,"June 4, 2010",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Bora_(SISTAR),Bora,"Singer, rapper, actress",https://kpop.fandom.com//wiki/Feeldog,Feeldog,https://www.instagram.com/borabora_sugar/,,46 kg (101 lb)
2017–present,"https://kpop.fandom.com//wiki/ONO_Entertainment,https://kpop.fandom.com//wiki/Star_Ent.","ONO Entertainment,Star Ent.",https://kpop.fandom.com//wiki/ONO_GIRLZ,ONO GIRLZ,Kim Bo-ra (김보라),"Seongnam, Gyeonggi-do, South Korea",,,,,,,,,,https://kpop.fandom.com/wiki/Bora_(ONO_GIRLZ),Bora,Rapper,,,https://www.instagram.com/i_ampurple/,,
2015-present,https://kpop.fandom.com//wiki/DOUBLE_Entertainment,H Brothers Entertainment,https://kpop.fandom.com//wiki/GIRLS_GIRLS,GIRLS GIRLS,Kim Su-young (김수영),South Korea,,,,,,"December 5, 2015",162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bori,Bori,Singer,,,,,45 kg (99 lb)
2016–present,"https://kpop.fandom.com//wiki/Starship_Entertainment,https://kpop.fandom.com//wiki/Yue_Hua_Entertainment","Starship Entertainment,Yue Hua Entertainment","https://kpop.fandom.com//wiki/WJSN,https://kpop.fandom.com//wiki/WJSN_THE_BLACK","WJSN,WJSN THE BLACK",Kim Ji-yeon (김지연),"Gwangyeoksi, Daegu, South Korea",A,,,,,"February 25, 2016",163 cm (5 ft 4 in),Piano,,https://kpop.fandom.com/wiki/Bona_(WJSN),Bona,"Singer, actress",,,"https://www.instagram.com/bn_95819/,https://www.weibo.com/6563165013",,45 kg (99 lb)
2018–present,,,https://kpop.fandom.com//wiki/DreamNote,DreamNote,Choi Eui-jeong (최의정),"Gyeyang-gu, Incheon, South Korea",A,,,,,"November 7, 2018",164 cm (5 ft 5 in),"Piano, guitar",,https://kpop.fandom.com/wiki/Boni,Boni,Singer,,,,,45 kg (99 lb)
2015–present,,,https://kpop.fandom.com//wiki/TREN-D,TREN-D,Kim Eun-bi (김은비),"Daegu, South Korea",,,,,,,162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bona_(TREN-D),Bona,Singer,,,,,
2019–present,,,https://kpop.fandom.com//wiki/LAYSHA,LAYSHA,Kim Do-young (김도영),"Busan, South Korea",AB,,,,,"December 20, 2019",172 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Boreum_(LAYSHA),Boreum,"Singer, dancer",,,https://www.instagram.com/laysha_boreum/,,54 kg (118 lbs)
2013–present,"https://kpop.fandom.com//wiki/About_Entertainment,https://kpop.fandom.com//wiki/C9_Entertainment","About Entertainment,C9 Entertainment","https://kpop.fandom.com//wiki/GOOD_DAY_(group),https://kpop.fandom.com//wiki/REDSQUARE","GOOD DAY,REDSQUARE",Kim Bo-min (김보민),"Daegu, South Korea",AB,,,,Purple,"August 30, 2017",169 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Bomin_(REDSQUARE),Bomin,"Singer, actress",,,https://www.instagram.com/in__spring/,,49 kg (108 lb)
2019-present,https://kpop.fandom.com//wiki/Chrome_Entertainment,Chrome Entertainment,https://kpop.fandom.com//wiki/Bz-Boys,Bz-Boys,Choi Won-ho (최원호),"Incheon, South Korea",A,,,,,"June 17, 2019",175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Bon,Bon,Singer,,,,,60 kg (130 lb)
2021–present,https://kpop.fandom.com//wiki/Entertainment_CUP,Entertainment CUP,https://kpop.fandom.com//wiki/GIG,GIG,,,B,,,,,,168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Bomin_(GIG),Bomin,Trainee,,,,,46 kg (101 lb)
2017–present,,,https://kpop.fandom.com//wiki/BEBE6,BEBE6,Song Bo-mi (송보미),"Andong, South Korea",,,,,,"August 10, 2017",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bom_A_(BEBE6),Bom A,"Singer, dancer",,,https://www.instagram.com/75_songbomi/,,47 kg (104 lb)
2017–2018,,,"https://kpop.fandom.com//wiki/Be.A,https://kpop.fandom.com//wiki/BOYS24_(show)","Be.A,BOYS24",Park Woo-young (박우영),,,,,,,"May 25, 2017",180 cm,,,https://kpop.fandom.com/wiki/BomB_(Be.A),BomB,Singer,,,https://www.instagram.com/p.young__/,,
2011–present,https://kpop.fandom.com//wiki/IST_Entertainment,IST Entertainment,"https://kpop.fandom.com//wiki/Apink,https://kpop.fandom.com//wiki/Apink_BnN","Apink,Apink BnN",Yoon Bo-mi (윤보미),"Suwon, South Korea",O,"Yoon Sun-mi,Yoon Jong-jin","[None, None]",,,"April 19, 2011",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bomi_(Apink),Bomi,"Singer, lyricist, actress",,,"https://www.instagram.com/__yoonbomi__/,https://www.youtube.com/channel/UCzpOLMBZ6qxhb6GJ5eksq5A",,52 kg (115 lb)
2011-present,,,"https://kpop.fandom.com//wiki/SIGNAL_(group),https://kpop.fandom.com//wiki/ELVIN_CREW,https://kpop.fandom.com//wiki/E7","SIGNAL,ELVIN CREW,E7",Kim Bok-eun (김복은),,AB,,,,,"August 28, 2019",174 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Bokeun,Bokeun,Rapper,,,"https://www.instagram.com/signal_bokeun/,https://www.tiktok.com/@signal_bokeun,https://twitter.com/signal_bokeun",,58 kg (128 lb)
2013–2019,,,https://kpop.fandom.com//wiki/LIVE_HIGH,LIVE HIGH,Ku Bo-hye (구보혜),"Seoul, South Korea",,,,,,"February 1, 2013",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Bohye_(LIVE_HIGH),Bohye,Singer,,,https://www.instagram.com/bohye_gu/,,
2017–present,https://kpop.fandom.com//wiki/Woollim_Entertainment,Woollim Entertainment,https://kpop.fandom.com//wiki/Golden_Child,Golden Child,Choi Bo-min (최보민),"Gyeonggi, Yongin, South Korea",B,,,,,"August 28, 2017",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bo_Min_(Golden_Child),Bo Min,"Singer, actor",,,,,
2016–present,https://kpop.fandom.com//wiki/DSP_Media,DSP Media,https://kpop.fandom.com//wiki/KARD,KARD,Matthew Kim,"Los Angeles, California, United States",A,,,,,"July 19, 2017",186 cm (6 ft 1 in),,,https://kpop.fandom.com/wiki/BM,BM,"Rapper, songwriter, composer, producer",,,"https://www.instagram.com/bigmatthewww/,https://soundcloud.com/bigmattheww,https://www.tiktok.com/@bigmattheww,https://www.youtube.com/user/bigmatthewww","June 9, 2021",84 kg (185 lb)
2014–present,https://kpop.fandom.com//wiki/YG_Entertainment,YG Entertainment,"https://kpop.fandom.com//wiki/IKON,https://kpop.fandom.com//wiki/MOBB","iKON,MOBB",Kim Ji-won (김지원),"Seoul, South Korea",O,,,,,"September 15, 2015",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bobby,Bobby,Rapper,[None],Unnamed girlfriend,"https://www.instagram.com/bobbyindaeyo/,https://twitter.com/bobbyranika","September 7, 2016",65 kg (143 lb)
2011–present,,,"https://kpop.fandom.com//wiki/DESTINY_(group),https://kpop.fandom.com//wiki/Kiss%26Cry","DESTINY,Kiss&Cry",Kim Bo-hye (김보혜),"Busan, South Korea",A,,,,,"September 28, 2018",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Bohye_(DESTINY),Bohye,Singer,,,"https://www.facebook.com/realbohye,https://www.instagram.com/realbohye/","September 2, 2016",
2000–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,https://kpop.fandom.com//wiki/SMTOWN,SMTOWN,Kwon Bo-ah (권보아),"Guri, Gyeonggi-do, South Korea",AB,"Kwon Jae-chul,Song Young-ja,Kwon Soon-ho,Kwon Soon-wook","[None, None, None, None]",Jumping BoA,Pearl Yellow,,160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/BoA,BoA,"Singer, songwriter, actress, composer",,,"https://www.facebook.com/boa.smtown,https://www.instagram.com/boakwon/,https://www.tiktok.com/@boaboakwon,https://twitter.com/BoAkwon","August 25, 2000",48 kg (106 lb)
2013-present,,,https://kpop.fandom.com//wiki/Pungdeng-E,Pungdeng-E,Jung Ka-hi (정가희),"Gwangju, South Korea",O,,,,,"December 12, 2013",161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Blue_(Pungdeng-E),Blue,Singer,,,https://www.instagram.com/parang_gaheeeee/,,
2019–2021,https://kpop.fandom.com//wiki/Zenith_Media_Contents,Zenith Media Contents,https://kpop.fandom.com//wiki/Z-Boys,Z-Boys,Thadol Paitoonphong,Thailand,,,,,,"February 22, 2019",172 cm,,,https://kpop.fandom.com/wiki/Blink,Blink,Singer,,,"https://www.instagram.com/blinkz14/,https://www.tiktok.com/@blinkz,https://www.youtube.com/channel/UCGfcDXJ-4TfHFzhAdvoNhrQ",,55 kg
2017-present,,,https://kpop.fandom.com//wiki/14U,14U,Edward Wen,"Yogyakarta, Indonesia",O,,,,,"July 22, 2017",176 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Bleu,Bleu,"Singer, YouTuber",,,"https://www.instagram.com/seoulology_00/,https://www.youtube.com/channel/UCPHQ6ZS1xOSDRpJRDDcq6eg",,56 kg (123 lb)
2019–present,https://kpop.fandom.com//wiki/YGX_Entertainment,YGX Entertainment,,,Jeon Ho-yeon (전호연),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Blue.D,Blue.D,"Singer-songwriter, composer",,,"https://www.facebook.com/BlueDOfficial,https://www.instagram.com/blue.d_00/,https://soundcloud.com/bluedjjang,https://twitter.com/BlueD_Official,https://www.youtube.com/channel/UCzzF1CGFr44hkqZOw6brfgQ","December 2, 2019",
2017–present,,,"https://kpop.fandom.com//wiki/M.O.N.T,https://kpop.fandom.com//wiki/MIXNINE","M.O.N.T,MIXNINE",Kim Sang-yeon (김상연),"Ganghwa Island, South Korea",O,,,,,"January 4, 2019",181 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bitsaeon,Bitsaeon,Singer,,,,,60 kg (130 lb)
2015–present,https://kpop.fandom.com//wiki/TOP_Media,TOP Media,https://kpop.fandom.com//wiki/UP10TION,UP10TION,Lee Chang-hyun (이창현),"Dongducheon, Gyeonggi-do, South Korea",O,,,,,"September 10, 2015",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bit-to,Bit-to,Rapper,,,https://www.instagram.com/koi_bitto/,,68 kg (150 lb)
2007–present,"https://kpop.fandom.com//wiki/MY_Entertainment,https://kpop.fandom.com//wiki/FAVE_Entertainment,https://kpop.fandom.com//wiki/Nega_Network","MY Entertainment,FAVE Entertainment,Nega Network",https://kpop.fandom.com//wiki/Sunny_Hill,Sunny Hill,Lee Seung-ah (이승아),South Korea,,,,,,"September 20, 2007",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bitna_(Sunny_Hill),Bitna,Singer,,,"https://www.instagram.com/goldbeera/,https://twitter.com/goldbeera_hill",,47 kg (104 lb)
2020–present,,,https://kpop.fandom.com//wiki/VLBY,VLBY,,,,,,,,,,,,https://kpop.fandom.com/wiki/Bito_(VLBY),Bito,"Trainee, rapper",,,,,
2014–present,,,https://kpop.fandom.com//wiki/Year_7_Class_1,Year 7 Class 1,Han Bit Na (한빛나),"Hwaseong, Gyeonggi-do, South Korea",,,,,,,160 cm (5’2′),,,https://kpop.fandom.com/wiki/Bitna,Bitna,Singer,,,,,49 kg (108 lbs)
2020–present,https://kpop.fandom.com//wiki/PocketDol_Studio,PocketDol Studio,https://kpop.fandom.com//wiki/BAE173,BAE173,Noh Min-jae (노민재),"Seoul, South Korea",,,,,,"November 19, 2020",,,,https://kpop.fandom.com/wiki/Bit_(BAE173),Bit,Singer,,,,,
2015–present,https://kpop.fandom.com//wiki/WM_Entertainment,WM Entertainment,"https://kpop.fandom.com//wiki/OH_MY_GIRL,https://kpop.fandom.com//wiki/OH_MY_GIRL_BANHANA","OH MY GIRL,OH MY GIRL BANHANA",Bae Yu-bin (배유빈),"Chuncheon, Gangwon-do, South Korea",O,,,,,"April 20, 2015",161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Binnie,Binnie,"Singer, actress",,,https://www.instagram.com/baeyu_b/,,44 kg (97 lb)
2015–2016,https://kpop.fandom.com//wiki/PR_Entertainment,PR Entertainment,https://kpop.fandom.com//wiki/BaBa,BaBa,,Thailand,,,,,,"February 25, 2016",,,,https://kpop.fandom.com/wiki/Bimby,Somi,,,,https://www.instagram.com/bim_by/,,
2018–2019,,,https://kpop.fandom.com//wiki/ATEEN,ATEEN,Kim Jae-hong (김재홍),,,,,,,,,,,https://kpop.fandom.com/wiki/Bill,Bill,Trainee,,,"https://www.instagram.com/luo_rycz/,https://soundcloud.com/qc6ywbrjc2hh",,
2012-present,https://kpop.fandom.com//wiki/Choeun_Entertainment,"Choeun Entertainment,VMC",https://kpop.fandom.com//wiki/24K,"24K,MBA",Kim Dae-il (김대일),"Busan, South Korea",AB,,,,,"September 6, 2012",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/BIGONE,BIGONE,Rapper,,,"https://www.instagram.com/bigoneisthename/,https://www.tiktok.com/@officialbigoneisthename,https://twitter.com/BIGONE1STHENAME","October 20, 2017",68 kg (150 lb)
2017–present,https://kpop.fandom.com//wiki/TOP_Media,TOP Media,https://kpop.fandom.com//wiki/MCND,MCND,Nam Sung-min (남승민),"Anseong, Gyeonggi-do, South Korea",B,,,,,"February 27, 2020",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/BIC,BIC,"Rapper, dancer",,,,,55 kg (121 lb)
2014–present,"https://kpop.fandom.com//wiki/Studio_J,https://kpop.fandom.com//wiki/JYP_Entertainment","Studio J,JYP Entertainment",,,Bernard Park (버나드박),"Chicago, United States",A,,,,,,,,,https://kpop.fandom.com/wiki/Bernard_Park,Bernard Park,Singer,,,"https://www.facebook.com/BernardParkOfficial,https://www.instagram.com/BernardPark/,https://twitter.com/Bernard_JYPE,https://www.youtube.com/channel/UC3XKtkn83SyELve1FEPrO8g",,
2003–2013,https://kpop.fandom.com//wiki/Star_Empire_Entertainment,Star Empire Entertainment,https://kpop.fandom.com//wiki/9MUSES,9MUSES,Lee Hye-bin (이혜빈),South Korea,B,,,,,"August 12, 2010",171 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Bini,Bini,"Singer, model",,,,,
2019–present,https://kpop.fandom.com//wiki/BigHit_Music,BigHit Music,https://kpop.fandom.com//wiki/TXT,TXT,Choi Beom-gyu (최범규),"Daegu, South Korea",AB,,,,,"March 4, 2019",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Beomgyu,Beomgyu,"Singer, rapper, songwriter, producer",,,,,61 kg (134 lb)
2020–present,,,https://kpop.fandom.com//wiki/M.O.N.T_Arena,M.O.N.T Arena,Harald Wu,"New York, United States",,,,,,,173.99 cm (5'8.5 ft),,,https://kpop.fandom.com/wiki/Beomhan,Beomhan,"Trainee, rapper",,,"https://www.instagram.com/mont_arena/,https://www.twitch.tv/@beomhanfm",,
2019–present,,,,,,,,,,,,,,,,https://kpop.fandom.com/wiki/Benjil_Benjil,Benjil Benjil,,,,,,
2014–present,https://kpop.fandom.com//wiki/GH_Entertainment,GH Entertainment,"https://kpop.fandom.com//wiki/B.I.G,https://kpop.fandom.com//wiki/Mon%C3%A9","B.I.G,Moné",Bae Je-wook (배제욱),"Indiana, United States",B,,,,,"July 8, 2014",183 cm (6 ft 0 in),"Violin, keyboard",,https://kpop.fandom.com/wiki/Benji,Benji,"Singer, songwriter, MC, DJ, musician",,,"https://www.instagram.com/baebenji92/,https://www.twitch.tv/baenjii,https://twitter.com/baenjii1,https://www.youtube.com/channel/UC7a70_2BVjYpAnyy0ZzR5dw","August 29, 2019",72 kg (159 lb)
2010–present,"https://kpop.fandom.com//wiki/MAJOR9,https://kpop.fandom.com//wiki/Happy_Face_Entertainment","MAJOR9,Happy Face Entertainment",https://kpop.fandom.com//wiki/BeBe_Mignon,BeBe Mignon,Lee Eun-yeong (이은영),"Incheon, South Korea",B,,,,,"September 6, 2010",147.5 cm (4 ft 10.1 in),,,https://kpop.fandom.com/wiki/Ben,Ben,Singer,,,"https://www.facebook.com/910730Ben,https://www.instagram.com/mignonben/,https://twitter.com/mignonben","September 18, 2012",
