,Unnamed: 0,name,title,company_ticker,source
21312,21312,Vincent Bedhome,Employees Representative Director,BICP,investing
21313,21313,Edouard Bich,Director,BICP,investing
21314,21314,Margaret Ewing,Independent Non-Executive Director,ITV,investing
21315,21315,Candace S. Matthews,Independent Director,BICP,investing
21316,21316,Sharmila Nebhrajani,Independent Non-Executive Director,ITV,investing
21317,21317,Inna Kostuk,Director,BICP,investing
21318,21318,Peter L. Bazalgette,Chairman,ITV,investing
21319,21319,Mary E. Harris,Independent Non-Executive Director,ITV,investing
21320,21320,John Glen,Interim Non-Executive Independent Chair of the Board,BICP,investing
21321,21321,Timothée Bich,Director,BICP,investing
21322,21322,Jake Schwartz,Independent Director,BICP,investing
21323,21323,Marie-Aimée Bich-Dufour,Director,BICP,investing
21324,21324,Marie-Pauline Chandon-Moët,Director,BICP,investing
21325,21325,Chris Kennedy,"Group CFO, Member of Management Board & Director",ITV,investing
21326,21326,Elizabeth Ann Bastoni,Lead Independent Director,BICP,investing
21327,21327,Anna Olive Magdelene Manz,Independent Non-Executive Director,ITV,investing
21328,21328,Dame Carolyn J. McCall,"Chief Executive, Member of Management Board & Director",ITV,investing
21329,21329,Michael Thomas Danson,CEO & Executive Director,DATA,investing
21330,21330,Graham Cooke,Independent Non-Executive Director,ITV,investing
21331,21331,Graham Lilley,CFO & Director,DATA,investing
21332,21332,Edward H. Bonham Carter,Senior Independent Non-Executive Director,ITV,investing
21333,21333,Murray John Legg,Independent Non-Executive Chairman,DATA,investing
21334,21334,Catherine Birkett,Independent Non-Executive Director,DATA,investing
21335,21335,Andrew David Day,Independent Non-Executive Director,DATA,investing
21336,21336,Annette Marie Barnes,Independent Non-Executive Director,DATA,investing
21337,21337,Paulus A. Stoffels,Vice Chairman of Supervisory Board,PHG,investing
21338,21338,Julien Decot,Independent Non-Executive Director,DATA,investing
21339,21339,Feike Sijbesma,Chairman of Supervisory Board,PHG,investing
21340,21340,Peter Martin Harkness,Senior Independent Non-Executive Director,DATA,investing
21341,21341,David E.I. Pyott,Independent Member of Supervisory Board,PHG,investing
21342,21342,Peter H. Loscher,Member of Supervisory Board,PHG,investing
21343,21343,A. Marc Harrison,Independent Member of Supervisory Board,PHG,investing
21344,21344,Indra K. Nooyi,Member of Supervisory Board,PHG,investing
21345,21345,Elizabeth Doherty,Independent Member of Supervisory Board,PHG,investing
21346,21346,Sock Koong Chua,Member of the Supervisory Board,PHG,investing
21347,21347,Neelam Dhawan,Independent Member of Supervisory Board,PHG,investing
21348,21348,Mark A. Garvey,Group Finance Director & Executive Director,GL9,investing
21349,21349,Paul C. Duffy,Independent Non-Executive Director,GL9,investing
21350,21350,John Murphy,Non-Executive Director,GL9,investing
21351,21351,Roisin Brennan,Independent Non-Executive Director,GL9,investing
21352,21352,Michael J. Walsh,Member of the US Advisory Board,GL9,investing
21353,21353,Daniel N. O'Connor,Senior Independent Director,GL9,investing
21354,21354,Patrick F. Coveney,Independent Non-Executive Director,GL9,investing
21355,21355,John G. Murphy,Non-Executive Director,GL9,investing
21356,21356,Patrick Murphy,Non-Executive Director,GL9,investing
21357,21357,Vincent Gorman,Non-Executive Director,GL9,investing
21358,21358,Siobhan Talbot,Group MD & Executive Director,GL9,investing
21359,21359,Patsy Ahern,Non-Executive Director,GL9,investing
21360,21360,Wayne T. Seltzer,Member of The US Advisory Board,GL9,investing
21361,21361,Brendan Hayes,Non-Executive Director,GL9,investing
21362,21362,Jane Ann Lodge,Independent Non-Executive Director,GL9,investing
21363,21363,Donard P. Gaynor,Group Independent Non-Executive Chairman,GL9,investing
21364,21364,William Penfold Wyatt,CEO & Executive Director,CLDN,investing
21365,21365,Shonaid Christina Ross Jemmett-Page,Independent Non-Executive Director,CLDN,investing
21366,21366,Stuart John Bridges,Independent Non-Executive Director,CLDN,investing
21367,21367,Eoin P. Tonge,Executive Director,MKS,investing
21368,21368,David Coldwells Stewart,Chairman,CLDN,investing
21369,21369,Archie J. Norman,Non-Executive Chairman,MKS,investing
21370,21370,Timothy J. Livett,CFO & Executive Director,CLDN,investing
21371,21371,Justin M. King,Independent Non-Executive Director,MKS,investing
21372,21372,Fiona Dawson,Independent Non-Executive Director,MKS,investing
21373,21373,Claire L. Fitzalan Howard,Independent Non-Executive Director,CLDN,investing
21374,21374,Charles William Cayzer,Non-Executive Director,CLDN,investing
21375,21375,James Michael Beale Cayzer-Colvin,Head of Funds Pool & Executive Director,CLDN,investing
21376,21376,Guy B. Davison,Senior Independent Non-Executive Director,CLDN,investing
21377,21377,Sapna Rani Sood,Independent Non Executive Director,MKS,investing
21378,21378,Andrew Fisher,Independent Non-Executive Director,MKS,investing
21379,21379,Tamara Ingram,Independent Non Executive Director,MKS,investing
21380,21380,Andrew Nigel Halford,Senior Independent Director,MKS,investing
21381,21381,Steve Rowe,CEO & Executive Director,MKS,investing
21382,21382,Katie Bickerstaffe,Joint Chief Operating Officer,MKS,investing
21383,21383,Evelyn Brigid Bourke,Independent Non Executive Director,MKS,investing
21384,21384,Patrik Tigerschiold,Chairman,BURE,investing
21385,21385,Carl Bjorkman,Director,BURE,investing
21386,21386,Philip Nyblaeus,Chief Executive Officer of Investment AB Bure,BURE,investing
21387,21387,Bengt G. Engstrom,Independent Director,BURE,investing
21388,21388,Charlotta Falvin,Independent Director,BURE,investing
21389,21389,Carsten Browall,Independent Director,BURE,investing
21390,21390,Sarah McPhee,Independent Director,BURE,investing
21391,21391,Adam Bird,CEO & Director,PSON,investing
21392,21392,Mark Langhorn Coombs,CEO & Executive Director,ASHM,investing
21393,21393,Denise Kirkpatrick,Member of Strategic Advisory Board,PSON,investing
21394,21394,Thomas Adam Shippey,Group Finance Director & Executive Director,ASHM,investing
21395,21395,Helen Beck,Independent Non-Executive Director,ASHM,investing
21396,21396,Clive Peter Adamson,Senior Independent Director,ASHM,investing
21397,21397,Ed Klonoski,Member of Strategic Advisory Board,PSON,investing
21398,21398,William H. Pritchard,Member of Strategic Advisory Board,PSON,investing
21399,21399,Sue McKnight,Member of Strategic Advisory Board,PSON,investing
21400,21400,Jennifer Joan Bingham,Independent Non-Executive Director,ASHM,investing
21401,21401,Frederic Litto,Member of Strategic Advisory Board,PSON,investing
21402,21402,David Jonathan Bennett,Independent Non-Executive Chairman,ASHM,investing
21403,21403,Myk Garn,Member of Strategic Advisory Board,PSON,investing
21404,21404,Brian Douglas,Member of Strategic Advisory Board,PSON,investing
21405,21405,Cathie Atkins,Member of Strategic Advisory Board,PSON,investing
21406,21406,Richard M. Rhodes,Member of Strategic Advisory Board,PSON,investing
21407,21407,Joanne Kossuth,Member of Strategic Advisory Board,PSON,investing
21408,21408,Lanny Arvan,Member of Strategic Advisory Board,PSON,investing
21409,21409,Tom Maier,Member of Strategic Advisory Board,PSON,investing
21410,21410,Robert Olin,Member of Strategic Advisory Board,PSON,investing
21411,21411,Katherine C. Doyle,Independent Member of Supervisory Board,AD,investing
21412,21412,Michelle Lamberson,Member of Strategic Advisory Board,PSON,investing
21413,21413,William Gerard McEwan,Independent Vice Chairman of Supervisory Board,AD,investing
21414,21414,Anne Moore,Member of Strategic Advisory Board,PSON,investing
21415,21415,Helen A. Weir,Member of Supervisory Board,AD,investing
21416,21416,David A. Poldoian,Member of Strategic Advisory Board,PSON,investing
21417,21417,Jan Zijderveld,Member of Supervisory Board,AD,investing
21418,21418,Darcy Hardy,Member of Strategic Advisory Board,PSON,investing
21419,21419,Steve Acker,Member of Strategic Advisory Board,PSON,investing
21420,21420,Frank van Zanten,Member of Supervisory Board,AD,investing
21421,21421,Sidney Taurel,Independent Chairman,PSON,investing
21422,21422,Linda Koch Lorimer,Independent Non-Executive Director,PSON,investing
21423,21423,Mary Anne Citrino,Independent Member of Supervisory Board,AD,investing
21424,21424,Sally Kate Miranda Johnson,CFO & Executive Director,PSON,investing
21425,21425,Bala Subramanian,Member of Supervisory Board,AD,investing
21426,21426,Thomas Rabe,Chairman & CEO of Bertelsmann,PSON,investing
21427,21427,D. René Hooft Graafland,Independent Member of Supervisory Board,AD,investing
21428,21428,Peter Agnefjall,Independent Chairman of Supervisory Board,AD,investing
21429,21429,Elizabeth P. L. Corley,Independent Non-Executive Director,PSON,investing
21430,21430,Lincoln Wallen,Independent Non-Executive Director,PSON,investing
21431,21431,Graeme David Pitkethly,Independent Non-Executive Director,PSON,investing
21432,21432,Sherry L. Coutu,Independent Non-Executive Director,PSON,investing
21433,21433,Tim Score,Senior Independent Director,PSON,investing
21434,21434,Annette Thomas,Independent Non-Executive Director,PSON,investing
21435,21435,Johan Malmquist,Independent Chairman of the Board,ARJOb,investing
21436,21436,Eva Elmstedt,Independent Director,ARJOb,investing
21437,21437,Carl Bennet,Vice Chairman,ARJOb,investing
21438,21438,Jimmy Linde,Employee Representative Deputy Director,ARJOb,investing
21439,21439,Joacim Lindoff,"CEO, President & Director",ARJOb,investing
21440,21440,Eva Sandling Gralén,Employee Representative Director,ARJOb,investing
21441,21441,Carola Lemne,Independent Director,ARJOb,investing
21442,21442,Oystein Thorup,Independent Director,SBOS,investing
21443,21443,Dan Frohm,Director,ARJOb,investing
21444,21444,Patrik Eriksson,Employee- Elected Director,SBOS,investing
21445,21445,Sten Börjesson,Employee Representative Deputy Director,ARJOb,investing
21446,21446,Kajsa Haraldsson,Employee Representative Member of Board of Director,ARJOb,investing
21447,21447,Tore Myrvold,Director,SBOS,investing
21448,21448,Ulf Grunander,Independent Director,ARJOb,investing
21449,21449,Gisele Marchand,Independent Director,SBOS,investing
21450,21450,Marianne Ornsrud,Alternate Director,SBOS,investing
21451,21451,Camilla Stensrud,Alternate Director,SBOS,investing
21452,21452,Sissel Kristensen,Employee-Elected Director,SBOS,investing
21453,21453,Camilla Wahl,Independent Director,SBOS,investing
21454,21454,Olav Hindahl Selvaag,Chairman of the Board,SBOS,investing
21455,21455,Igor Nikolaevich Repin,Member of Internal Audit Commission,RSHYY,investing
21456,21456,Jakub Hadzimuratovich Malsagov,Member of Internal Audit Commission,RSHYY,investing
21457,21457,Nicholas Jonathan Read,CEO & Executive Director,VOD,investing
21458,21458,Clara Hedwig Frances Furse,Independent Non-Executive Director,VOD,investing
21459,21459,Crispin Henry Lamert Davis,Independent Non-Executive Director,VOD,investing
21460,21460,Natalia Nikolaevna Annikova,Member of Internal Audit Commission,RSHYY,investing
21461,21461,Ilya Nikolayevich Khazov,Member of Internal Audit Commission,RSHYY,investing
21462,21462,Antonio Manuel da Costa Coimbra,Non-Executive Chairman of Vodafone Spain,VOD,investing
21463,21463,Aleksey Vladimirovich Kulagin,Member of Internal Audit Commission,RSHYY,investing
21464,21464,Valerie Frances Gooding,Senior Independent Director,VOD,investing
21465,21465,Natalia Olegovna Filippova,Director,RSHYY,investing
21466,21466,Michel Demare,Independent Non-Executive Director,VOD,investing
21467,21467,Dmitry Nikolaevich Snesar,Director,RSHYY,investing
21468,21468,Maria Amparo Moraleda Martinez,Independent Non-Executive Director,VOD,investing
21469,21469,Pavel Sergeevich Grachev,Independent Director,RSHYY,investing
21470,21470,Jean-Francois M. L. Van Boxmeer,Independent Chairman of the Board,VOD,investing
21471,21471,Pavel Nikolaevich Snikkars,Director,RSHYY,investing
21472,21472,David Thomas Nish,Independent Non-Executive Director,VOD,investing
21473,21473,Aleksei Yurevich Pavlov,Director,RSHYY,investing
21474,21474,Margherita Della Valle,CFO & Director,VOD,investing
21475,21475,Yuriy Petrovich Trutnev,Director,RSHYY,investing
21476,21476,Victor Viktorovich Khmarin,"Chairman of the Management Board, General Director, CEO & Director",RSHYY,investing
21477,21477,Vyacheslav Viktorovich Pivovarov,Independent Director,RSHYY,investing
21478,21478,Nikolay Grigoryevich Shulginov,Director,RSHYY,investing
21479,21479,Semyon Lashchenov,Deputy Chairman of The STC,RSHYY,investing
21480,21480,Maxim Sergeevich Bystrov,Independent Director,RSHYY,investing
21481,21481,Aleksey Olegovich Chekunkov,Director,RSHYY,investing
21482,21482,Nikolay Dmitriyevich Rogalev,Director,RSHYY,investing
21483,21483,Alexander Viktorovich Shevchuk,Independent Director,RSHYY,investing
21484,21484,Matti Alahuhta,Independent Director,KNEBV,investing
21485,21485,Jussi Herlin,Vice Chairman of the Board,KNEBV,investing
21486,21486,Antti Herlin,Chairman of the Board,KNEBV,investing
21487,21487,Iiris Herlin,Director,KNEBV,investing
21488,21488,Ravi Kant,Independent Director,KNEBV,investing
21489,21489,Juhani Kaskeala,Independent Director,KNEBV,investing
21490,21490,Xin-Zhe Li,Director,KNEBV,investing
21491,21491,Susan Duinhoven,Director,KNEBV,investing
21492,21492,Juan María Aguirre Gonzalo,Independent Director,MRL,investing
21493,21493,María Luisa Jordá Castro,Non-Executive Independent Director,MRL,investing
21494,21494,Fernando Ferrero,Director,MRL,investing
21495,21495,Pilar Cavero Mestre,Independent Director,MRL,investing
21496,21496,Francisco Javier Garcia-Carranza Benjumea,Non-Executive Chairman of the Board,MRL,investing
21497,21497,George Donald Johnston,Independent Director,MRL,investing
21498,21498,Ignacio Gil-Casares Satrustegui,Proprietary Director,MRL,investing
21499,21499,Ana María García Fau,Non-Executive Independent Director,MRL,investing
21500,21500,Maria Ana Forner Beltran,Proprietary Director,MRL,investing
21501,21501,Fernando Javier Ortiz Vaamonde,Non-Executive Independent Director,MRL,investing
21502,21502,Miguel Ollero Barrera,"Corporate MD, Corporate GM, COO, CFO & Executive Director",MRL,investing
21503,21503,Francisca Ortega Hernández-Agero,Proprietary Director,MRL,investing
21504,21504,Ismael Clemente Orrego,Executive Vice-Chairman & CEO,MRL,investing
21505,21505,Emilio Novela Berlín,Independent Lead Director,MRL,investing
21506,21506,Robert Jastrzebski,Supervisory Board Member,PZU,investing
21507,21507,Maciej Szyszko,Chairman of Kommersant Ukraine,PZU,investing
21508,21508,Pawel Gorecki,Vice Chairman of the Supervisory Board,PZU,investing
21509,21509,Marcin Chludzinski,Supervisory Board Member,PZU,investing
21510,21510,Maciej Zaborowski,Independent Supervisory Board Member,PZU,investing
21511,21511,Agata Gornicka,Supervisory Board Member,PZU,investing
21512,21512,Robert Snitko,Independent Supervisory Board Member & Supervisory Board Secretary,PZU,investing
21513,21513,Tomasz Kuczur,Supervisory Board Member,PZU,investing
21514,21514,Krzysztof Leopold Opolski,Independent Member of the Supervisory Board,PZU,investing
21515,21515,Radoslaw Sierpinski,Member of the Supervisory Board,PZU,investing
21516,21516,Jozef Wierzbowski,Member of the Supervisory Board,PZU,investing
21517,21517,Elzbieta Teresa Maczynska-Ziemacka,Member of the Supervisory Board,PZU,investing
21518,21518,Kerry L. Williams,COO & Executive Director,EXPN,investing
21519,21519,George W. Rose,Deputy Chairman & Senior Independent Non Executive Director,EXPN,investing
21520,21520,Deirdre A. Mahlan,Independent Non-Executive Director,EXPN,investing
21521,21521,Luiz Fernando Vendramini Fleury,Independent Non-Executive Director,EXPN,investing
21522,21522,Lloyd M. Pitchford,CFO & Executive Director,EXPN,investing
21523,21523,Michael John Rogers,Independent Chairman,EXPN,investing
21524,21524,Brian J. Cassin,CEO & Executive Director,EXPN,investing
21525,21525,Ruba Borno,Independent Non-Executive Director,EXPN,investing
21526,21526,Alison J. Brittain,Independent Non-Executive Director,EXPN,investing
21527,21527,Jonathan Anton George Howell,Independent Non-Executive Director,EXPN,investing
21528,21528,Caroline F. Donahue,Independent Non-Executive Director,EXPN,investing
21529,21529,Cristina Lage Hansen,Independent Director,TOP,investing
21530,21530,A. Ricard Wennerklint,Chairman,TOP,investing
21531,21531,Jens Aaløse,Independent Deputy Chairman,TOP,investing
21532,21532,Petri Kalervo Niemisvirta,Director,TOP,investing
21533,21533,Mette Jensen,Employee Representative Director,TOP,investing
21534,21534,Anne Louise Eberhard,Independent Director,TOP,investing
21535,21535,Elise Bundgaard,Employee Representative Director,TOP,investing
21536,21536,Ole Lomholt Mortensen,Employee Representative Director,TOP,investing
21537,21537,Morten Thorsrud,Director,TOP,investing
21538,21538,Hans-Joachim Koerber,Independent Chairman of Supervisory Board,EUR,investing
21539,21539,Renato Arie,Independent Member of Supervisory Board,EUR,investing
21540,21540,Robert Peugeot,Non-Executive Vice Chairman of the Board,STLA,investing
21541,21541,Doreen Nowotne,Independent Chairwoman of Supervisory Board,BNRGn,investing
21542,21542,Jorge Mora,Independent Member of Supervisory Board,EUR,investing
21543,21543,Przemyslaw Budkowski,Member of the Supervisory Board,EUR,investing
21544,21544,Francisco José Valente Hipólito dos Santos,Member of Supervisory Board,EUR,investing
21545,21545,Neil A. Collins,Director,FGT,investing
21546,21546,Jean-Christophe Tellier,CEO & Executive Director,UCB,investing
21547,21547,Sandra Kelly,Director,FGT,investing
21548,21548,Thomas Fulton Wilson McKillop,Honorary Director,UCB,investing
21549,21549,David Hunt,Senior Independent Director,FGT,investing
32566,32566,John Peter Abercromby Readman,Director,SCF,investing
32569,32569,Phil Ratcliffe,Group Commercial Director & Director,TND,investing
32570,32570,David Causer,Director,SCF,investing
32571,32571,Mark A. Taylor,Independent Non-Executive Director,TND,investing
32572,32572,Adam Power,Group Development Director & Director,SUNU,investing
32578,32578,Roy Stephen Bennetts,"CFO, Company Secretary & Director",ACTA,investing
32579,32579,John Schwan,CEO & Executive Director,KCT,investing
32580,32580,Nigel Foster Rogers,Independent Non-Executive Chairman,SUNU,investing
32582,32582,Josephine Dixon,Independent Non-Executive Director,ASEI,investing
32587,32587,Lisa Arnold,Independent Non-Executive Director,AEET,investing
32588,32588,Alastair John Ford,Independent Non-Executive Director,XTR,investing
32589,32589,David John Page,"Co-Founder, CEO & Director",ACTA,investing
32592,32592,Catherine Jane Hill,Independent Chairman,M2Z,investing
32594,32594,Nigel Pocklington,Independent Non-Executive Director,KCT,investing
32596,32596,Stephen J. Grant,Non-Executive Chairman,TND,investing
32597,32597,Bassem Safadi,Member of International Clinical Advisory Board,SUNU,investing
32598,32598,Keith Geddes Lough,Senior Independent Non-executive Director,HTG,investing
32599,32599,Keith Melville Niven,Director,SCF,investing
32601,32601,Harold Michael Clunie Cunningham,Independent Non-Executive Chairman of the Board,HUW,investing
32602,32602,Jim C. Shears,Group CEO & Director,TND,investing
32603,32603,Richard Ronald James Burns,Chairman and Senior Independent Director,ASEI,investing
32604,32604,Ian Christopher Simon Barby,Chairman,SCF,investing
32605,32605,Peter Kimberley,Non-Executive Director,TND,investing
32608,32608,Bridget Elisabeth Guerin,Non-Executive Director,SCF,investing
32612,32612,Nicholas Bliss,Independent Non-Executive Director,AEET,investing
32613,32613,Peter Lemon Moir,Independent Non-Executive Director,XTR,investing
32614,32614,John A Kerr,Non-Executive Independent Chairman,KCT,investing
32616,32616,Stephen James Davidson,Independent Non-Executive Chairman,ACTA,investing
32617,32617,Fraser McIntyre,Independent Non-Executive Director,SCF,investing
32618,32618,Michael James Brown,Non-Executive Director,M2Z,investing
32621,32621,Sean Barnett,Member of International Clinical Advisory Board,SUNU,investing
32623,32623,Carol T. Chesney,Independent Non-Executive Director,HTG,investing
32624,32624,Nativ Segev,Founder & Non-Executive Director,MXC,investing
32625,32625,Martin Robert Davidson Reith,Non-Executive Director,HUW,investing
32626,32626,Mark Barry Ewart White,Independent Non-Executive Director,ASEI,investing
32632,32632,Chris Kutsor,CFO & Director,KCT,investing
32633,32633,Jeremy James Read,Independent Non-Executive Director,XTR,investing
32634,32634,Miriam Valerie Greenwood,Independent Non-Executive Chairman,AEET,investing
32636,32636,Philippe Grange,Member of the Clinical Advisory Board,SUNU,investing
32637,32637,Bryan Victor Carsberg,Independent Non-Executive Director,ACTA,investing
32640,32640,John Coulthart Murray,Independent Non-Executive Director,M2Z,investing
32641,32641,Uri Kramer,Member of Strategic Advisory Board,MXC,investing
32643,32643,Nigel John Hanbury,Chief Executive & Director,HUW,investing
32644,32644,Annell R. Bay,Independent Non-Executive Director,HTG,investing
32645,32645,Keith Edward Percy,Independent Non-Executive Director,ASEI,investing
32647,32647,Bernard Joseph Bulkin,Independent Non-Executive Chairman,GSEO,investing
32652,32652,Michele N. Maher,Independent Non Executive Director,KCT,investing
32654,32654,Laura Sandys,Independent Non-Executive Director,AEET,investing
32655,32655,Joel Messod Silberstein,Finance Director & Director,XTR,investing
32658,32658,Kirsten English,Independent Non-Executive Director,ACTA,investing
32659,32659,Denis Pitot,Member of International Clinical Advisory Board,SUNU,investing
32660,32660,Paul Andrew McGlone,CEO & Executive Director,M2Z,investing
32662,32662,Thomas John Libassi,Non-Executive Director,HUW,investing
32663,32663,Bruce Ferguson,Group Finance Director & Director,HTG,investing
32665,32665,Brett Anthony Mitchell,Executive Chairman of the Board,MXC,investing
32670,32670,David A. Bell,Independent Non-Executive Director,KCT,investing
32671,32671,Margaret Stephens,Independent Non-executive Director,GSEO,investing
32673,32673,Colin Bird,Executive Chairman,XTR,investing
32674,32674,Jody Valk,Member of International Clinical Advisory Board,SUNU,investing
32676,32676,Yong Kang Ng,Non-Executive Director,M2Z,investing
32677,32677,Andrew Hildred Christie,Independent Non-Executive Director,HUW,investing
32678,32678,John F. Glick,Independent Non-Executive Chairman,HTG,investing
32680,32680,Wendyl D’Souza,Member of Medical Advisory Board,MXC,investing
32683,32683,Maria Gordian,Independent Non-Executive Director,KCT,investing
32685,32685,Kjeld Randolph Thygesen,Independent Non-Executive Director,XTR,investing
32686,32686,James C. Halstead,Member of the Clinical Advisory Board,SUNU,investing
32689,32689,Gerhard Vorster,Independent Non-Executive Director,M2Z,investing
32690,32690,Edward Fitzalan-Howard,Independent Non-Executive Director,HUW,investing
32691,32691,Arthur James Johnson,CEO & Director,HTG,investing
32692,32692,Louise Kingham,Independent Non-executive Director,GSEO,investing
32694,32694,Ross G. T. Walker,Chairman of Strategic Advisory Board & Independent Non-Executive Director,MXC,investing
32697,32697,Chris Sutton,Member of the Clinical Advisory Board,SUNU,investing
32699,32699,Arthur Roger Manners,CFO & Director,HUW,investing
32700,32700,Richard H. Hunting,Non-Independent & Non-Executive Director,HTG,investing
32703,32703,David John Marsh,CEO & Director,SUNU,investing
32704,32704,Richard Miles Andrew Horlick,Independent Non-executive Director,GSEO,investing
32707,32707,Marco Adamo,Member of the Clinical Advisory Board,SUNU,investing
32709,32709,Roby Reuven Zomer,"Co-Founder, CEO, MD & Executive Director",MXC,investing
32711,32711,Ivan Brooks,Interim COO & Director,UNG,investing
32712,32712,Adrian Wilding,CFO & Director,UNG,investing
32713,32713,Graham John Bird,Non-Executive Director,UNG,investing
32714,32714,Malcolm David Coster,Independent Non-Executive Director,UNG,investing
32715,32715,Brad Clarke,CFO & Director,BOOMA,investing
32716,32716,Andrew Robert Blazye,Executive Chairman,UNG,investing
32717,32717,Michael Tobin,Independent Non-Executive Chairman,BOOMA,investing
32718,32718,Ian Brayshaw,Member of the Clinical Advisory Board,SUNU,investing
32719,32719,David Neubauer,Member of Strategic Advisory Board,MXC,investing
32721,32721,Roger Charles Maddock,Independent Non Executive Director,BOOMA,investing
32722,32722,Stuart Last,"COO, CEO & Director",BOOMA,investing
32723,32723,Steven Miles Smith,Non-Executive Director,BOOMA,investing
32725,32725,Michael John McMahon,Non-Executive Clinical Director & Member of Clinical Advisory Board,SUNU,investing
32726,32726,Stephen B. Parker,Senior Independent Director,MXC,investing
32732,32732,John Griffith,Member of the Clinical Advisory Board,SUNU,investing
32733,32733,Evan Hayes,Independent Non-Executive Director,MXC,investing
32739,32739,Henrik Steinbrecher,Member of the Clinical Advisory Board,SUNU,investing
32748,32748,Bernhard Dauser,Member of International Clinical Advisory Board,SUNU,investing
32758,32758,Alistair Henderson Taylor,Independent Non-Executive Director,SUNU,investing
32769,32769,Paul James Hardy,Independent Non-Executive Director,SUNU,investing
32770,32770,Kirsten Gogan,Non Executive Director,PHEG,investing
32775,32775,Lara Izlan,Non-Executive Director,EBQ,investing
32780,32780,Romain Pizzi,Member of Clinical Advisory Board,SUNU,investing
32783,32783,Mark Berry,Independent & Non-Executive Director,PHEG,investing
32786,32786,Richard Stephen Nichols,Independent Non Executive Director,EBQ,investing
32790,32790,Robert Stanley Lawrence Woodward,Independent Non-Executive Chairman,EBQ,investing
32792,32792,David John Ryan,Consultant,PHEG,investing
32794,32794,David Howarth Seymour Howard,Non-Executive Chairman,CAY,investing
32798,32798,Kevin Matthew Dorren,CEO & Director,MEAL,investing
32799,32799,Jean-Pierre Wyss,Executive Director of Production & Quality and Executive Director,UBXN,investing
32802,32802,Susan Day Lowther,"CFO, Company Secretary & Director",AREC,investing
32803,32803,Richard Edward Bungay,"CFO, Company Secretary & Director",DNL,investing
32805,32805,David Brocklehurst,Founder & Chairman of FirmDecisions,EBQ,investing
32810,32810,James John Pyrn Greenstreet,Independent Non-Executive Chairman of the Board,PHEG,investing
32812,32812,Benjamin Money-Coutts,CFO & Executive Director,CAY,investing
32813,32813,Christiaan Richard David Van Der Kuyl,Non-Executive Chairman,MEAL,investing
32815,32815,Ulrich Jakob Looser,Non-Executive Director,UBXN,investing
32817,32817,Andrew John McGlashan Richards,Non-Executive Chairman,AREC,investing
32819,32819,Sean J. Swales,Independent Non-Executive Director,SUH,investing
32820,32820,Alan Philip Stephen Newman,Chief Financial and Operating Officer & Executive Director,EBQ,investing
32821,32821,Richard Ross,Chief Scientific Officer & Executive Director,DNL,investing
32823,32823,Graham Scott Miller,Senior Independent Director,SUH,investing
32828,32828,N. MacGregor W. Anderson,Head of Operations - Charles Stanley & Co Ltd and Executive Director of Charles Stanley & Co Ltd,CAY,investing
32829,32829,Philip H. Beinhaker,Executive Chairman,SUH,investing
32831,32831,John Beveridge Swan,CFO & Director,MEAL,investing
32832,32832,Corey Benjamin Beinhaker,COO & Executive Director,SUH,investing
32834,32834,Timothy Stephen Kenneth Yeo,Consultant,PHEG,investing
32835,32835,Gina Domanig,Vice President of the Board,UBXN,investing
32837,32837,Sarah Jennifer Howell,CEO & Director,AREC,investing
32838,32838,Martin Whitaker,CEO & Executive Director,DNL,investing
32840,32840,Julie Margaret Baddeley,Independent Non-Executive Director,EBQ,investing
32842,32842,Natasha C. Gadsdon,"Finance Director, Company Secretary & Executive Director",SUH,investing
32844,32844,Paul Andrew Abberley,CEO & Executive Director,CAY,investing
32846,32846,Hazel Cameron,Independent Non-Executive Director,MEAL,investing
32848,32848,Markus Borchert,Non-Executive Director,UBXN,investing
32850,32850,Alan Raymond,Non-Executive Director,DNL,investing
32851,32851,Christine Helen Soden,Independent Non-Executive Director,AREC,investing
32852,32852,Peter Jones,Member of Advisory Panel,PHEG,investing
32853,32853,Nicholas Paul Waters,Group CEO & Executive Director,EBQ,investing
32856,32856,Hugh John Grootenhuis,Senior Independent Director,CAY,investing
32858,32858,Ana Cristina Stewart,Independent Non-Executive Director,MEAL,investing
32861,32861,Andre Muller,Chairman of the Board,UBXN,investing
32862,32862,Samuel Cameron Williams,Non-Executive Director,DNL,investing
32863,32863,Thomas Simon Alexander,Independent Non-Executive Director,EBQ,investing
32864,32864,Eda Cengiz,Member of Global Diabetes Scientific Advisory Board,AREC,investing
32866,32866,Howard White,Member of Advisory Panel,PHEG,investing
32867,32867,Louise Jane Hardy,Independent Non-Executive Director,SFR,investing
32868,32868,Marcia Dominic Campbell,Independent Non Executive Director,CAY,investing
32869,32869,John Anthony Osbaldiston,Independent Non Executive Director,SFR,investing
32870,32870,Christopher Paul Britton,Senior Independent Non-Executive Director,MEAL,investing
32871,32871,Adam Semple,Group Finance Director & Director,SFR,investing
32873,32873,Kevin I. Whiteman,Independent Non-Executive Chairman,SFR,investing
32874,32874,Ian Robert Samuel Cochrane,COO & Director,SFR,investing
32875,32875,Annette Rinck,Non-Executive Director,UBXN,investing
32876,32876,Alun H. Griffiths,Senior Independent Director,SFR,investing
32877,32877,Alan Dunsmore,CEO & Director,SFR,investing
32878,32878,Keith Riley,Non-Executive Director,PHEG,investing
32880,32880,Derek Randall,Executive Director & MD of JSW Severfield Structures,SFR,investing
